id;nhogar;miembro;comuna;dominio;edad;sexo;parentes_2;p5_2;p6_a;p6_b;estado;categori;t13;t14;t18;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;i10;i11;codioph;ioph_2;codioph_neto;ioph_neto_2;codios;ios_2;codioa;ioa_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codi3_8x;i3_8x_2;codi3_est;i3_est_2;codi3_otr;i3_otr_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;e4;e6;e8;e12;e13;e14;edad_30;nivel;aesc;m1;m1_2;m2_anio;m3_anio;tipcob2_2;sn1_1;sn1_7;sn1_2;sn1_3;sn1_4;sn1_5;s2;sn2;sn2_cant;sn4;sn5;sn16;s28;s29;fexp
1;1;1;13;4;16;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2500;2;0;2;0;1;2500;1;2500;1;2500;2500;1;1;7;4;0;0;0;16;4;10;1;1;0;1;1;2;2;2;2;2;2;2;2;0;3;2;1;0;0;293
2;1;1;3;4;18;1;1;6;95;95;3;0;1;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;500;2;0;1;4000;1;4500;1;4500;9;5500;2750;1;1;7;6;0;0;0;17;4;11;5;5;2005;2005;1;2;2;2;2;2;2;1;2;0;3;2;2;0;0;184
2;1;2;3;4;59;2;7;3;0;0;3;0;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1000;2;0;9;1000;9;1000;9;5500;2750;2;0;0;0;7;1;0;59;5;12;5;5;2005;2005;1;2;2;2;2;2;2;1;1;3;3;2;3;1;4;184
3;1;1;13;4;18;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;10000;2;0;2;0;1;10000;1;10000;1;10000;10000;1;3;13;1;0;0;0;18;6;12;6;6;0;2017;2;1;2;2;2;2;2;1;2;0;3;7;1;2;0;621
4;1;1;3;4;18;2;1;1;95;95;1;3;0;0;0;0;0;0;1;48.00;2;0;2;4803;3;2;2;1;30333;0;0;3;1;0;2;0;0;1;7500;1;7500;0;0;2;0;1;7500;2;0;2;0;2;0;2;0;2;0;2;0;1;7500;1;10700;5350;1;1;13;11;0;0;0;18;6;12;4;4;2017;2017;1;2;2;2;2;2;2;4;2;0;3;1;3;2;0;307
4;1;2;3;4;20;2;2;1;95;95;1;3;0;0;0;0;0;0;1;8.00;2;0;2;9700;9;0;0;0;55314;0;0;3;1;0;2;0;0;1;3200;1;3200;0;0;2;0;1;3200;2;0;2;0;2;0;2;0;2;0;2;0;1;3200;1;10700;5350;1;3;7;5;0;0;0;20;4;11;1;1;0;1;2;1;2;2;2;2;2;3;2;0;1;1;4;2;0;307
5;1;1;3;4;18;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3500;2;0;2;0;1;3500;1;3500;1;3500;3500;1;1;13;1;0;0;0;18;6;12;3;3;0;2017;4;2;2;2;1;2;2;1;2;0;2;6;2;2;0;114
6;1;1;13;4;18;2;1;6;95;95;1;3;0;0;0;0;0;0;1;10.00;1;1;1;9602;8;2;2;2;57314;0;0;3;2;3;0;0;0;1;4000;1;4000;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;14000;4667;2;0;0;0;7;1;0;18;5;12;4;4;2017;2017;1;2;2;2;2;2;2;1;2;0;3;6;3;2;0;572
6;1;2;13;4;22;2;7;6;95;95;1;3;0;0;0;0;0;0;1;25.00;2;0;2;9602;8;2;2;2;57314;0;0;1;1;0;2;0;0;9;8000;9;8000;0;0;2;0;9;8000;2;0;2;0;2;0;2;0;2;0;2;0;9;8000;9;14000;4667;2;0;0;0;13;2;2;21;6;14;4;4;2014;2014;3;2;1;2;2;2;2;2;2;0;3;6;3;2;0;572
6;1;3;13;4;23;2;8;6;95;95;1;3;0;0;0;0;0;0;1;30.00;2;0;2;4804;3;2;2;2;30313;0;0;3;1;0;2;0;0;9;6000;9;6000;0;0;2;0;9;6000;2;0;2;0;2;0;2;0;2;0;2;0;9;6000;9;14000;4667;2;0;0;0;13;2;4;22;6;16;4;4;2017;2017;1;2;2;2;2;2;2;2;2;0;3;5;2;2;0;572
7;1;1;1;4;19;2;1;6;95;95;1;3;0;0;0;0;0;0;1;18.00;2;0;2;9602;8;2;2;2;57313;0;0;3;1;0;2;0;0;1;6000;1;6000;0;0;2;0;1;6000;2;0;2;0;2;0;2;0;2;0;2;0;1;6000;1;21000;7000;1;1;7;2;0;0;0;18;4;8;1;1;0;1;1;2;2;2;2;2;2;1;1;1;3;2;2;2;0;122
7;1;2;1;4;24;2;7;3;95;95;1;3;0;0;0;0;0;0;1;48.00;2;0;2;9602;8;2;2;3;57313;0;0;1;1;0;2;0;0;1;15000;1;15000;0;0;2;0;1;15000;2;0;2;0;2;0;2;0;2;0;2;0;1;15000;1;21000;7000;2;0;0;0;7;1;0;23;5;12;1;1;0;1;2;1;2;2;2;2;2;1;1;1;3;5;2;1;1;122
7;1;3;1;4;5;2;7;0;95;2;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21000;7000;1;1;2;0;0;0;0;5;1;0;1;1;0;1;2;1;2;2;2;2;2;1;1;1;3;5;2;0;0;122
8;1;1;14;4;19;1;1;6;95;95;3;0;1;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;8000;2;0;2;0;1;8000;1;8000;1;8000;8000;1;3;12;1;0;0;0;19;6;12;4;4;2016;2017;1;2;2;2;2;2;2;1;2;0;1;2;1;0;0;459
9;1;1;2;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;2;0;2;0;1;6000;1;6000;1;6000;6000;1;2;13;1;0;0;0;18;6;12;2;2;0;2017;4;2;2;2;1;2;2;2;2;0;1;6;1;2;0;221
10;1;1;13;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;9;16000;2;0;2;0;2;0;9;16000;9;16000;9;21400;10700;1;1;13;11;0;0;0;19;6;12;1;1;0;1;4;2;2;2;1;2;2;2;2;0;3;6;1;2;0;402
10;1;2;13;4;21;1;7;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;9;5400;2;0;2;0;2;0;9;5400;9;5400;9;21400;10700;1;3;13;4;0;0;0;21;6;15;1;1;0;1;4;2;2;2;1;2;2;1;1;1;3;6;1;0;0;402
10;1;3;13;4;48;2;9;6;0;0;1;3;0;0;0;0;0;0;1;70.00;2;0;2;9700;9;0;0;0;55314;0;0;3;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;2;0;2;0;2;0;2;0;2;0;2;0;1;10000;9;21400;10700;2;0;0;0;3;1;0;48;3;7;3;3;0;1998;1;2;2;2;2;2;2;4;2;0;3;5;3;2;0;402
11;1;1;2;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;2;0;2;0;1;7000;1;7000;1;14000;7000;1;1;13;11;0;0;0;18;6;12;2;2;0;2017;2;1;2;2;2;2;2;2;2;0;1;5;3;2;0;98
11;1;2;2;4;18;2;8;6;95;95;2;0;0;0;2;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;2;0;2;0;1;7000;1;7000;1;14000;7000;2;0;0;0;7;1;0;18;5;12;2;2;0;2017;2;1;2;2;2;2;2;2;2;0;1;5;3;2;0;98
12;1;1;1;4;19;1;1;6;95;95;3;0;2;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;40;1;10000;2;0;1;3925;1;13965;1;13965;1;13965;13965;1;3;13;1;0;0;0;18;6;12;1;1;0;2017;5;1;2;2;1;2;2;1;2;0;3;6;2;0;0;136
13;1;1;2;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;20000;2;0;2;0;1;20000;1;20000;9;49000;24500;1;1;13;2;0;0;0;19;6;13;3;3;0;2016;4;2;2;2;1;2;2;1;2;0;3;7;2;2;0;90
13;1;2;2;4;24;2;7;6;95;95;1;3;0;0;0;0;0;0;1;4.00;2;0;2;8502;7;2;2;2;41312;0;0;1;1;0;2;0;0;9;4000;9;4000;0;0;2;0;9;4000;2;0;2;0;1;25000;2;0;2;0;1;25000;9;29000;9;49000;24500;1;1;13;2;0;0;0;24;6;13;2;2;0;2010;4;2;2;2;1;2;2;1;2;0;3;7;2;2;0;90
14;1;1;2;4;19;2;1;6;95;95;1;3;0;0;0;0;0;0;1;8.00;2;0;2;9700;9;0;0;0;57314;0;0;3;1;0;2;0;0;1;1000;1;1000;0;0;2;0;1;1000;2;0;2;0;1;3000;2;0;2;0;1;3000;1;4000;1;22000;11000;1;1;13;11;0;0;0;18;6;12;2;2;0;2017;4;2;2;2;1;2;2;3;2;0;3;5;1;2;0;88
14;1;2;2;4;26;2;7;6;0;0;1;3;0;0;0;0;0;0;1;35.00;2;0;1;6900;5;2;2;2;10333;0;0;1;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;2;0;2;0;1;8000;2;0;2;0;1;8000;1;18000;1;22000;11000;2;0;0;0;13;1;0;25;7;17;2;2;0;2009;3;2;1;2;2;2;2;1;1;1;3;6;1;2;0;88
15;1;1;1;4;19;1;1;6;95;95;2;0;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;1;1;13;11;0;0;0;18;6;12;5;5;2017;2017;1;2;2;2;2;2;2;1;1;1;1;3;2;0;0;103
15;2;1;1;4;25;1;1;6;0;0;1;3;0;0;0;0;0;0;1;48.00;1;1;1;5601;3;2;2;3;53314;0;0;2;1;0;2;0;0;1;12000;1;12000;0;0;2;0;1;12000;2;0;2;0;2;0;2;0;2;0;2;0;1;12000;1;12000;12000;2;0;0;0;7;1;0;24;5;12;3;3;0;2000;2;1;2;2;2;2;2;2;2;0;1;7;4;0;0;103
16;1;1;13;4;19;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3000;2;0;2;0;1;3000;1;3000;1;3000;3000;1;1;13;11;0;0;0;19;6;12;2;2;0;2016;2;1;2;2;2;2;2;3;2;0;3;7;2;0;0;508
17;1;1;2;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5000;2;0;1;600;1;5600;1;5600;1;5600;5600;1;1;13;2;0;0;0;19;6;13;3;3;0;2016;1;2;2;2;2;2;2;1;2;0;3;7;1;2;0;118
18;1;1;14;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2000;1;800;2;0;1;2800;1;2800;1;8400;2800;1;1;13;1;0;0;0;19;6;12;2;2;0;2017;2;1;2;2;2;2;2;1;2;0;1;5;1;2;0;443
18;1;2;14;4;19;2;8;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2000;1;800;2;0;1;2800;1;2800;1;8400;2800;1;1;13;1;0;0;0;19;6;12;2;2;0;2017;2;1;2;2;2;2;2;1;1;1;1;5;2;2;0;443
18;1;3;14;4;19;1;8;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2000;1;800;2;0;1;2800;1;2800;1;8400;2800;1;1;13;1;0;0;0;19;6;12;2;2;0;2017;2;1;2;2;2;2;2;2;2;0;3;5;1;0;0;443
19;1;1;7;4;19;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3400;2;0;2;0;1;3400;1;3400;1;6800;3400;2;0;0;0;7;1;0;19;5;12;4;4;2016;2016;4;2;2;2;1;2;2;2;2;0;3;6;1;0;0;308
19;1;2;7;4;20;1;8;6;95;95;3;0;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;3400;2;0;2;0;1;3400;1;3400;1;6800;3400;2;0;0;0;7;1;0;19;5;12;4;4;2017;2017;4;2;2;2;1;2;2;2;2;0;3;2;1;0;0;308
20;1;1;8;3;19;2;1;1;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;2200;2;0;1;2200;1;2200;9;6200;1550;2;0;0;0;7;2;10;18;4;7;1;1;0;1;1;2;2;2;2;2;2;2;2;0;3;2;2;1;2;56
20;1;2;8;3;18;1;2;1;95;95;1;2;0;0;0;0;0;0;2;21.00;1;1;1;4000;2;2;5;1;72113;2;0;0;0;0;0;2;0;9;4000;9;4000;2;0;2;0;9;4000;2;0;2;0;2;0;2;0;2;0;2;0;9;4000;9;6200;1550;2;0;0;0;7;2;10;18;4;7;6;6;0;2000;1;2;2;2;2;2;2;4;2;0;1;2;2;0;0;56
20;1;3;8;3;3;2;3;0;2;1;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6200;1550;1;1;17;0;0;0;0;3;1;0;1;1;0;1;1;2;2;2;2;2;2;1;1;1;3;1;1;0;0;56
20;1;4;8;3;1;1;3;0;2;1;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6200;1550;3;0;0;0;0;0;0;0;8;0;1;1;0;1;1;2;2;2;2;2;2;1;1;1;3;1;1;0;0;56
21;1;1;3;4;20;1;1;6;95;95;1;3;0;0;0;0;0;0;1;25.00;2;0;2;9000;8;1;2;4;50311;0;0;3;1;0;2;0;0;1;8000;1;8000;0;0;2;0;1;8000;2;0;2;0;1;6000;2;0;2;0;1;6000;1;14000;1;27000;13500;1;2;12;6;0;0;0;20;6;14;3;3;0;2015;1;2;2;2;2;2;2;2;2;0;3;1;2;0;0;152
21;1;2;3;4;20;1;8;6;95;95;1;3;0;0;0;0;0;0;1;25.00;2;0;2;9000;8;1;2;4;50311;0;0;3;1;0;2;0;0;1;8000;1;8000;0;0;2;0;1;8000;2;0;2;0;1;5000;2;0;2;0;1;5000;1;13000;1;27000;13500;1;1;12;6;0;0;0;20;6;14;2;2;0;2015;1;2;2;2;2;2;2;2;2;0;3;1;2;0;0;152
22;1;1;6;4;20;1;1;6;95;95;3;0;1;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;9000;2;0;2;0;1;9000;1;9000;1;9000;9000;1;3;12;3;0;0;0;19;6;14;1;1;0;2016;4;2;2;2;1;2;2;1;2;0;3;7;2;0;0;369
23;1;1;2;4;20;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;3000;1;13500;2;0;2;0;1;16500;1;16500;1;33000;16500;1;1;13;2;0;0;0;19;6;13;3;3;0;2016;3;2;1;2;2;2;2;1;1;1;3;6;2;2;0;118
23;1;2;2;4;22;2;7;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;3000;1;13500;2;0;2;0;1;16500;1;16500;1;33000;16500;1;1;13;3;0;0;0;21;6;14;3;3;0;2015;3;2;1;2;2;2;2;1;2;0;3;6;2;2;0;118
24;1;1;10;4;20;1;1;6;95;95;1;3;0;0;0;0;0;0;1;42.00;2;0;2;5601;3;2;2;3;53314;0;0;3;1;0;2;0;0;1;13800;1;13800;0;0;2;0;1;13800;2;0;2;0;2;0;2;0;2;0;2;0;1;13800;1;41800;10450;1;1;13;11;0;0;0;19;6;12;3;3;0;2017;1;2;2;2;2;2;2;2;2;0;3;3;2;0;0;253
24;1;2;10;4;27;2;7;6;0;0;1;3;0;0;0;0;0;0;1;48.00;2;0;2;8600;7;1;2;4;56314;0;0;1;1;0;2;0;0;1;13000;1;13000;0;0;2;0;1;13000;2;0;2;0;2;0;2;0;2;0;2;0;1;13000;1;41800;10450;1;1;13;1;0;0;0;26;6;12;3;3;0;2014;2;1;2;2;2;2;2;2;2;0;3;2;2;2;0;253
24;1;3;10;4;25;2;7;6;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;8401;6;1;2;3;53314;0;0;1;1;0;2;0;0;1;15000;1;15000;0;0;2;0;1;15000;2;0;2;0;2;0;2;0;2;0;2;0;1;15000;1;41800;10450;2;0;0;0;7;1;0;25;5;12;3;3;0;2011;2;1;2;2;2;2;2;2;2;0;3;2;2;1;1;253
24;1;4;10;4;3;1;7;0;95;3;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41800;10450;1;3;16;0;0;0;0;2;1;0;3;3;0;2015;2;1;2;2;2;2;2;2;2;0;3;3;2;0;0;253
25;1;1;14;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;2;0;2;0;1;6000;1;6000;1;6000;6000;1;3;13;1;0;0;0;20;6;12;3;3;0;2016;4;2;2;2;1;2;2;3;2;0;2;6;1;0;0;551
26;1;1;14;4;20;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;18000;2;0;2;0;1;18000;1;18000;1;18000;18000;1;1;13;3;0;0;0;20;6;14;3;3;0;2015;4;2;2;2;1;2;2;1;2;0;3;6;1;2;0;350
27;1;1;5;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5000;2;0;2;0;1;5000;1;5000;1;5000;5000;1;1;13;11;0;0;0;19;6;12;3;3;0;2017;2;1;2;2;2;2;2;1;2;0;3;6;1;0;0;309
28;1;1;2;4;20;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3000;2;0;2;0;1;3000;1;3000;1;3000;3000;1;2;13;3;0;0;0;20;6;14;2;2;0;2015;4;2;2;2;1;2;2;4;2;0;1;7;3;2;0;214
29;1;1;2;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;1;20.00;2;0;1;8501;7;1;2;4;10333;0;0;3;2;3;0;0;0;1;4350;1;4350;0;0;2;0;2;0;2;0;2;0;1;10000;2;0;2;0;1;10000;1;10000;1;10000;10000;1;1;13;3;0;0;0;19;6;14;3;3;0;2015;3;2;1;2;2;2;2;1;1;3;2;6;2;2;0;193
30;1;1;2;4;20;1;1;6;95;95;2;0;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;20000;2;0;2;0;1;20000;1;20000;1;20000;20000;1;3;13;2;0;0;0;20;6;13;2;2;0;2014;2;1;2;2;2;2;2;1;1;1;2;5;1;0;0;182
31;1;1;1;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;1;50.00;2;0;2;8600;7;2;2;5;10333;0;0;1;1;0;2;0;0;9;25000;9;25000;0;0;2;0;9;25000;2;0;2;0;9;6000;2;0;2;0;9;6000;9;31000;9;37000;18500;1;1;13;1;0;0;0;20;6;12;4;4;2016;2016;2;1;2;2;2;2;2;3;2;0;3;7;1;2;0;256
31;1;2;1;4;19;1;7;6;95;95;1;2;0;0;0;0;0;0;1;20.00;1;1;2;9609;8;2;5;1;58113;2;0;0;0;0;0;2;0;1;6000;1;6000;0;0;2;0;1;6000;2;0;2;0;2;0;2;0;2;0;2;0;1;6000;9;37000;18500;1;1;13;11;0;0;0;19;6;12;4;4;2017;2017;1;2;2;2;2;2;2;1;2;0;3;6;1;0;0;256
32;1;1;5;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;4500;1;10000;2;0;2;0;1;14500;1;14500;1;34500;17250;1;1;13;2;0;0;0;19;6;13;3;3;0;2015;4;2;2;2;1;2;2;3;2;0;3;5;1;0;0;206
32;1;2;5;4;33;1;8;6;0;0;1;3;0;0;0;0;0;0;1;44.00;2;0;2;8501;7;2;2;3;50332;0;0;1;1;0;2;0;0;1;15000;1;15000;0;0;2;0;1;15000;2;0;2;0;1;5000;2;0;2;0;1;5000;1;20000;1;34500;17250;2;0;0;0;12;1;0;33;7;15;2;2;0;2010;2;1;2;2;2;2;2;2;2;0;1;2;2;0;0;206
33;1;1;3;4;20;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3000;2;0;2;0;1;3000;1;3000;1;3000;3000;1;1;13;2;0;0;0;20;6;13;3;3;0;2015;5;1;2;2;1;2;2;2;2;0;1;1;3;2;0;260
34;1;1;1;4;20;1;1;6;95;95;1;3;0;0;0;0;0;0;1;20.00;2;0;2;7301;5;2;2;3;10333;0;0;3;1;0;2;0;0;1;15000;1;15000;0;0;2;0;1;15000;2;0;2;0;1;2000;2;0;2;0;1;2000;1;17000;1;17000;17000;1;3;13;2;0;0;0;20;6;13;6;6;0;2016;4;2;2;2;1;2;2;2;2;0;1;6;1;0;0;300
35;1;1;2;4;20;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;2;0;2;0;1;4000;1;4000;1;8000;4000;1;1;13;1;0;0;0;20;6;12;2;2;0;2015;4;2;2;2;1;2;2;1;1;2;1;6;1;2;0;216
35;1;2;2;4;21;1;7;6;95;95;3;0;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;4000;2;0;2;0;1;4000;1;4000;1;8000;4000;1;1;13;4;0;0;0;21;6;15;2;2;0;2014;4;2;2;2;1;2;2;1;1;2;3;6;1;0;0;216
36;1;1;14;4;20;2;1;6;95;95;1;2;0;0;0;0;0;0;1;2.00;2;0;2;8502;7;2;2;1;41131;2;0;0;0;0;0;2;0;2;0;2;0;0;0;2;0;2;0;2;0;2;0;1;15000;2;0;2;0;1;15000;1;15000;1;15000;15000;1;1;13;2;0;0;0;20;6;13;2;2;0;2015;2;1;2;2;2;2;2;2;2;0;1;3;3;2;0;393
37;1;1;14;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;2;0;2;0;1;4000;1;4000;1;4000;4000;1;3;13;3;0;0;0;19;6;14;3;3;0;2016;2;1;2;2;2;2;2;1;2;0;1;2;1;0;0;491
38;1;1;2;4;20;1;1;6;95;95;1;3;0;0;0;0;0;0;1;20.00;2;0;1;6900;5;2;2;2;11332;0;0;3;1;0;2;0;0;1;3000;1;3000;0;0;2;0;1;3000;2;0;2;0;1;2000;2;0;2;0;1;2000;1;5000;1;11000;5500;1;1;13;3;0;0;0;20;6;14;3;3;0;2015;4;2;2;2;1;2;2;2;2;0;3;6;1;0;0;278
38;1;2;2;4;20;1;8;6;95;95;1;3;0;0;0;0;0;0;1;20.00;2;0;2;8401;6;1;2;4;50322;0;0;3;1;0;2;0;0;1;6000;1;6000;0;0;2;0;1;6000;2;0;2;0;2;0;2;0;2;0;2;0;1;6000;1;11000;5500;1;1;13;1;0;0;0;20;6;12;3;3;0;2015;4;2;2;2;1;2;2;2;2;0;1;6;2;0;0;278
39;1;1;11;4;20;2;1;3;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;750;2;0;1;750;1;750;1;750;250;2;0;0;0;3;1;0;20;3;7;1;1;0;1;1;2;2;2;2;2;2;2;2;0;3;2;2;1;1;380
39;1;2;11;4;12;1;7;0;95;95;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;750;250;2;0;0;0;3;2;3;11;2;3;1;1;0;1;1;2;2;2;2;2;2;6;2;0;0;0;2;0;0;380
39;1;3;11;4;0;2;3;0;95;1;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;750;250;3;0;0;0;0;0;0;0;8;0;1;1;0;1;1;2;2;2;2;2;2;1;2;0;3;2;2;0;0;380
