id;nhogar;miembro;comuna;dominio;edad;sexo;parentes_2;p5_2;p6_a;p6_b;estado;categori;t13;t14;t18;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;i10;i11;codioph;ioph_2;codioph_neto;ioph_neto_2;codios;ios_2;codioa;ioa_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codi3_8x;i3_8x_2;codi3_est;i3_est_2;codi3_otr;i3_otr_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;e4;e6;e8;e12;e13;e14;edad_30;nivel;aesc;m1;m1_2;m2_anio;m3_anio;tipcob2_2;sn1_1;sn1_7;sn1_2;sn1_3;sn1_4;sn1_5;s2;sn2;sn2_cant;sn4;sn5;sn16;s28;s29;fexp
2511;1;1;4;4;47;1;1;1;0;0;1;3;0;0;0;0;0;0;1;55.00;1;1;2;3300;1;2;3;3;92201;0;0;1;1;0;2;0;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;2;0;2;0;2;0;2;0;2;0;1;20000;1;35000;8750;2;0;0;0;13;1;0;47;7;17;6;6;0;2009;2;1;2;2;2;2;2;1;2;0;1;1;3;0;0;87
2511;1;2;4;4;46;2;2;1;0;0;1;3;0;0;0;0;0;0;1;54.00;2;0;2;4804;3;2;3;3;30333;0;0;1;1;0;2;0;0;1;15000;1;15000;0;0;2;0;1;15000;2;0;2;0;2;0;2;0;2;0;2;0;1;15000;1;35000;8750;2;0;0;0;7;1;0;46;5;12;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;1;3;2;0;87
2511;1;3;4;4;47;2;8;3;0;0;2;0;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;35000;8750;2;0;0;0;13;2;3;46;6;15;1;1;0;2008;1;2;2;2;2;2;1;2;2;0;1;2;4;1;1;87
2511;1;4;4;4;14;1;8;6;95;3;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;35000;8750;1;1;7;1;0;0;0;14;4;7;2;2;0;2008;1;2;2;2;2;2;1;3;2;0;3;2;1;0;0;87
2512;1;1;2;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;2;70.00;2;0;2;5100;4;2;3;3;34331;0;0;1;1;0;2;0;0;9;17000;9;17000;9;15000;2;0;9;32000;2;0;2;0;2;0;2;0;2;0;2;0;9;32000;9;40000;10000;2;0;0;0;13;1;0;46;7;17;2;2;0;2015;3;2;1;2;2;2;2;1;2;0;1;6;2;0;0;79
2512;1;2;2;4;43;2;2;2;0;0;1;3;0;0;0;0;0;0;2;9.00;2;0;1;8501;7;2;4;4;41332;0;0;1;1;0;2;0;0;1;5000;1;5000;1;3000;2;0;1;8000;2;0;2;0;2;0;2;0;2;0;2;0;1;8000;9;40000;10000;2;0;0;0;13;1;0;43;7;17;2;2;0;2015;3;2;1;2;2;2;2;3;2;0;1;6;2;1;2;79
2512;1;3;2;4;19;2;3;6;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;40000;10000;1;1;13;1;0;0;0;18;6;12;2;2;0;2015;3;2;1;2;2;2;2;1;1;1;3;6;2;2;0;79
2512;1;4;2;4;11;2;3;0;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;40000;10000;1;2;3;6;0;0;0;11;2;5;2;2;0;2015;3;2;1;2;2;2;2;1;2;0;3;6;2;0;0;79
2513;1;1;7;4;47;1;1;1;0;0;1;3;0;0;0;1;3;2;0;0.00;0;0;2;1400;1;2;2;6;10333;0;0;1;1;0;2;0;0;9;15000;9;15000;0;0;2;0;9;15000;2;0;2;0;2;0;2;0;2;0;2;0;9;15000;9;65000;16250;2;0;0;0;13;2;99;999;6;99;1;1;0;1;4;2;2;2;1;2;2;9;2;0;9;99;1;0;0;303
2513;1;2;7;4;40;2;2;1;0;0;1;3;0;0;0;1;3;2;0;0.00;0;0;2;1400;1;2;2;4;10333;0;0;1;1;0;2;0;0;9;20000;9;20000;0;0;2;0;9;20000;2;0;2;0;2;0;2;0;2;0;2;0;9;20000;9;65000;16250;2;0;0;0;13;2;11;999;6;12;1;1;0;1987;3;2;1;2;2;2;2;1;1;3;3;7;1;1;2;303
2513;1;3;7;4;22;2;3;6;1;2;1;3;0;0;0;0;0;0;1;40.00;2;0;2;4805;3;2;2;2;10333;0;0;1;1;0;2;0;0;9;30000;9;30000;0;0;2;0;9;30000;2;0;2;0;2;0;2;0;2;0;2;0;9;30000;9;65000;16250;1;1;13;2;0;0;0;999;6;13;1;1;0;1;4;2;2;2;1;2;2;2;2;0;1;6;1;2;0;303
2513;1;4;7;4;11;2;3;0;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;65000;16250;1;3;3;5;0;0;0;10;2;4;1;1;0;1;4;2;2;2;1;2;2;1;1;1;3;7;1;0;0;303
2514;1;1;1;4;47;1;1;3;0;0;1;2;0;0;0;0;0;0;1;28.00;2;0;2;8200;5;2;5;1;10132;2;0;0;0;0;0;2;0;1;35000;1;35000;0;0;2;0;1;35000;2;0;2;0;2;0;2;0;2;0;2;0;1;35000;1;35000;35000;2;0;0;0;13;2;4;46;6;16;3;3;0;1997;2;1;2;2;2;2;2;4;2;0;2;2;4;0;0;174
2515;1;1;14;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;45.00;2;0;1;4807;3;2;2;2;20331;0;0;1;1;0;2;0;0;1;25000;1;25000;0;0;2;0;1;25000;2;0;2;0;2;0;2;0;2;0;2;0;1;25000;1;42500;10625;2;0;0;0;13;1;0;46;7;17;1;1;0;1;2;1;2;2;2;2;2;1;1;2;3;5;2;0;0;157
2515;1;2;14;4;43;2;2;2;0;0;1;3;0;0;0;0;0;0;2;26.00;1;1;1;8501;7;1;4;4;41331;0;0;1;1;0;2;0;0;1;14500;1;14500;1;3000;2;0;1;17500;2;0;2;0;2;0;2;0;2;0;2;0;1;17500;1;42500;10625;2;0;0;0;13;1;0;43;7;17;3;3;0;1996;2;1;2;2;2;2;2;1;2;0;3;5;3;1;2;157
2515;1;3;14;4;4;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42500;10625;1;2;17;0;0;0;0;3;1;0;1;1;0;1;2;1;2;2;2;2;2;1;1;1;3;5;2;0;0;157
2515;1;4;14;4;1;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42500;10625;3;0;0;0;0;0;0;0;8;0;1;1;0;1;2;1;2;2;2;2;2;1;1;1;3;5;2;0;0;157
2516;1;1;5;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;1;4807;3;2;2;3;20333;0;0;1;1;0;2;0;0;1;16000;1;16000;0;0;2;0;1;16000;2;0;2;0;2;0;2;0;2;0;2;0;1;16000;1;33000;8250;2;0;0;0;13;2;3;47;6;15;1;1;0;1;3;2;1;2;2;2;2;1;1;1;3;7;3;0;0;314
2516;1;2;5;4;46;2;2;2;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;5900;5;2;2;2;20333;0;0;1;1;0;2;0;0;1;17000;1;17000;0;0;2;0;1;17000;2;0;2;0;2;0;2;0;2;0;2;0;1;17000;1;33000;8250;2;0;0;0;12;1;0;45;7;15;1;1;0;1;5;1;1;2;2;2;2;1;1;1;3;7;3;1;4;314
2516;1;3;5;4;7;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33000;8250;1;2;3;2;0;0;0;7;2;1;1;1;0;1;3;2;1;2;2;2;2;1;1;1;3;7;1;0;0;314
2516;1;4;5;4;11;2;3;0;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;33000;8250;1;2;3;6;0;0;0;11;2;5;1;1;0;1;3;2;1;2;2;2;2;1;1;2;3;7;1;0;0;314
2517;1;1;15;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;45.00;2;0;2;8600;7;2;2;4;41201;0;0;1;1;0;2;0;0;1;50000;1;50000;0;0;2;0;1;50000;2;0;2;0;2;0;2;0;2;0;2;0;1;50000;1;87500;21875;2;0;0;0;13;1;0;46;7;17;1;1;0;1;2;1;2;2;2;2;2;1;1;4;1;5;2;0;0;169
2517;1;2;15;4;47;2;2;2;0;0;1;3;0;0;0;0;0;0;2;32.00;2;0;2;8600;7;2;2;3;41331;0;0;2;1;0;2;0;0;1;30000;1;30000;1;7500;2;0;1;37500;2;0;2;0;2;0;2;0;2;0;2;0;1;37500;1;87500;21875;2;0;0;0;14;1;0;47;7;19;1;1;0;1;5;1;2;2;1;2;2;2;2;0;3;5;2;1;2;169
2517;1;3;15;4;13;1;3;0;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;87500;21875;1;3;7;1;0;0;0;13;4;7;1;1;0;1;4;2;2;2;1;2;2;1;2;0;3;6;1;0;0;169
2517;1;4;15;4;11;2;3;0;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;87500;21875;1;3;3;5;0;0;0;10;2;4;1;1;0;1;4;2;2;2;1;2;2;1;2;0;3;6;1;0;0;169
2518;1;1;9;4;47;2;1;3;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;9401;8;2;2;2;5002;0;0;1;1;0;2;0;0;1;25000;1;25000;0;0;2;0;1;25000;2;0;2;0;2;0;2;0;2;0;2;0;1;25000;1;35000;17500;2;0;0;0;13;1;0;47;7;17;1;1;0;1;3;2;1;2;2;2;2;1;1;1;3;6;1;1;1;198
2518;1;2;9;4;21;1;3;6;95;1;1;3;0;0;0;0;0;0;1;30.00;1;2;2;9301;8;2;2;4;51332;0;0;3;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;2;0;2;0;2;0;2;0;2;0;2;0;1;10000;1;35000;17500;1;3;13;3;0;0;0;20;6;14;1;1;0;1;4;2;2;2;1;2;2;2;2;0;3;6;2;0;0;198
2519;1;1;3;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;24.00;2;0;2;7301;5;2;2;3;32331;0;0;1;1;0;2;0;0;1;37000;1;37000;0;0;2;0;1;37000;2;0;2;0;2;0;2;0;2;0;2;0;1;37000;1;37000;37000;2;0;0;0;13;1;0;47;7;17;3;3;0;1993;2;1;2;2;2;2;2;2;2;0;1;5;2;0;0;412
2520;1;1;11;4;47;1;1;2;0;0;1;1;0;0;0;0;0;0;1;50.00;2;0;2;5202;4;2;2;2;5002;2;0;0;0;0;0;1;1;9;15000;9;15000;0;0;2;0;9;15000;2;0;2;0;2;0;2;0;2;0;2;0;9;15000;9;58000;11600;2;0;0;0;13;1;0;47;7;17;6;6;0;2010;4;2;2;2;1;2;2;1;2;0;3;6;3;0;0;179
2520;1;2;11;4;48;2;2;2;0;0;1;3;0;0;0;0;0;0;2;35.00;2;0;2;8501;7;2;2;4;41312;0;0;1;1;0;2;0;0;9;15000;9;15000;9;3000;2;0;9;18000;2;0;2;0;2;0;2;0;2;0;2;0;9;18000;9;58000;11600;2;0;0;0;12;1;0;48;7;15;1;1;0;1;3;2;1;2;2;2;2;1;1;1;3;6;2;1;3;179
2520;1;3;11;4;23;1;3;6;1;2;1;3;0;0;0;0;0;0;1;25.00;2;0;2;5202;4;2;2;2;20333;0;0;1;1;0;2;0;0;9;10000;9;10000;0;0;2;0;9;10000;2;0;2;0;2;0;2;0;2;0;2;0;9;10000;9;58000;11600;1;1;13;5;0;0;0;23;6;16;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;7;2;0;0;179
2520;1;4;11;4;20;1;3;6;1;2;1;3;0;0;0;0;0;0;1;25.00;2;0;2;5202;4;2;2;2;36203;0;0;1;1;0;2;0;0;9;15000;9;15000;0;0;2;0;9;15000;2;0;2;0;2;0;2;0;2;0;2;0;9;15000;9;58000;11600;1;1;13;2;0;0;0;19;6;13;1;1;0;1;2;1;2;2;2;2;2;1;1;1;3;6;2;0;0;179
2520;1;5;11;4;16;2;3;6;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;58000;11600;1;3;7;3;0;0;0;15;4;9;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;7;2;2;0;179
2521;1;1;7;4;47;1;1;1;0;0;2;0;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;9;29000;9;29000;9;29000;9;29000;9667;2;0;0;0;13;1;0;46;7;17;6;6;0;1970;1;2;2;2;2;2;2;2;2;0;3;5;2;0;0;254
2521;1;2;7;4;36;2;2;1;0;0;2;0;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;29000;9667;2;0;0;0;13;2;3;36;6;15;6;6;0;2008;1;2;2;2;2;2;2;3;2;0;3;5;2;1;1;254
2521;1;3;7;4;9;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;29000;9667;1;2;3;3;0;0;0;8;2;2;1;1;0;1;1;2;2;2;2;2;2;1;1;1;3;7;1;0;0;254
2522;1;1;10;4;47;2;1;6;0;0;1;2;0;0;0;0;0;0;1;47.00;2;0;2;1400;1;2;1;1;80123;2;0;0;0;0;0;2;0;1;12000;1;12000;0;0;2;0;1;12000;2;0;2;0;2;0;2;0;2;0;2;0;1;12000;1;12000;12000;2;0;0;0;13;1;0;47;7;17;1;1;0;1;4;2;2;2;1;2;2;1;1;1;1;7;2;2;0;197
2523;1;1;2;4;47;2;1;1;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;6400;5;2;2;3;20332;0;0;1;1;0;2;0;0;1;25000;1;25000;0;0;2;0;1;25000;2;0;2;0;2;0;2;0;1;25000;1;25000;1;50000;1;95000;23750;2;0;0;0;13;2;10;46;6;12;1;1;0;1;3;2;1;2;2;2;2;1;1;1;3;7;3;1;2;129
2523;1;2;2;4;43;1;2;1;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;6400;5;2;2;4;20202;0;0;1;1;0;2;0;0;1;45000;1;45000;0;0;2;0;1;45000;2;0;2;0;2;0;2;0;2;0;2;0;1;45000;1;95000;23750;2;0;0;0;13;1;0;43;7;17;1;1;0;1;3;2;1;2;2;2;2;1;1;3;3;7;3;0;0;129
2523;1;3;2;4;14;2;3;6;95;1;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;95000;23750;1;2;7;2;0;0;0;14;4;8;1;1;0;1;3;2;1;2;2;2;2;1;2;0;3;7;2;2;0;129
2523;1;4;2;4;7;1;3;0;95;1;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;95000;23750;1;2;3;2;0;0;0;7;2;1;1;1;0;1;3;2;1;2;2;2;2;1;1;2;1;7;3;0;0;129
2524;1;1;11;4;47;1;1;2;0;0;1;1;0;0;0;0;0;0;1;45.00;2;0;2;6800;5;2;3;3;6001;2;0;0;0;0;0;1;2;1;45000;1;45000;0;0;2;0;1;45000;2;0;2;0;2;0;2;0;2;0;2;0;1;45000;1;65000;10833;2;0;0;0;13;1;0;46;7;17;1;1;0;1;2;1;2;2;2;2;2;1;2;0;1;6;4;0;0;314
2524;1;2;11;4;45;2;2;2;0;0;1;2;0;0;0;0;0;0;1;18.00;2;0;2;6900;5;2;2;2;11131;2;0;0;0;0;0;2;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;2;0;2;0;2;0;2;0;2;0;1;20000;1;65000;10833;2;0;0;0;13;1;0;45;7;17;1;1;0;1;2;1;2;2;2;2;2;1;1;1;3;6;2;1;4;314
2524;1;3;11;4;19;1;3;6;1;2;3;0;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;65000;10833;1;1;13;11;0;0;0;18;6;12;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;6;2;0;0;314
2524;1;4;11;4;17;2;3;6;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;65000;10833;1;2;7;5;0;0;0;16;4;11;1;1;0;1;2;1;2;2;2;2;2;1;1;1;1;6;2;2;0;314
2524;1;5;11;4;10;2;3;0;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;65000;10833;1;2;3;5;0;0;0;10;2;4;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;6;2;0;0;314
2524;1;6;11;4;7;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;65000;10833;1;2;3;2;0;0;0;7;2;1;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;6;2;0;0;314
2525;1;1;6;4;47;2;1;6;0;0;1;3;0;0;0;1;1;1;0;0.00;0;0;2;8600;7;1;2;4;40332;0;0;1;1;0;2;0;0;1;14000;1;14000;0;0;2;0;1;14000;2;0;2;0;1;10000;2;0;2;0;1;10000;1;24000;1;24000;12000;2;0;0;0;13;1;0;47;7;17;3;3;0;2002;2;1;2;2;2;2;2;1;1;3;1;5;5;1;1;308
2525;1;2;6;4;10;2;3;0;95;1;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;24000;12000;1;2;3;4;0;0;0;10;2;3;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;5;2;0;0;308
2526;1;1;5;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;9409;8;2;2;5;10333;0;0;2;1;0;2;0;0;1;27000;1;27000;0;0;2;0;1;27000;2;0;2;0;2;0;2;0;2;0;2;0;1;27000;1;37000;9250;2;0;0;0;13;1;0;47;7;17;6;6;0;1994;3;2;1;2;2;2;2;3;2;0;3;6;3;0;0;133
2526;1;2;5;4;42;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;37000;9250;2;0;0;0;7;1;0;42;5;12;6;6;0;1994;3;2;1;2;2;2;2;1;1;1;1;6;3;1;2;133
2526;1;3;5;4;19;2;3;6;1;2;1;3;0;0;0;0;0;0;1;25.00;2;0;1;8200;5;2;2;5;20332;0;0;1;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;2;0;2;0;2;0;2;0;2;0;2;0;1;10000;1;37000;9250;1;3;13;1;0;0;0;19;6;12;1;1;0;1;3;2;1;2;2;2;2;2;2;0;3;6;2;2;0;133
2526;1;4;5;4;16;2;3;6;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;37000;9250;1;3;7;4;0;0;0;16;4;10;1;1;0;1;3;2;1;2;2;2;2;2;2;0;3;6;2;2;0;133
2527;1;1;1;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;33.00;2;0;2;5100;4;2;2;4;34331;0;0;1;1;0;2;0;0;1;45000;1;45000;0;0;2;0;1;45000;2;0;2;0;2;0;2;0;2;0;2;0;1;45000;1;45000;45000;2;0;0;0;13;1;0;46;7;17;6;6;0;2008;2;1;2;2;2;2;2;1;2;0;1;5;2;0;0;121
2528;1;1;14;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;60.00;2;0;2;7000;5;2;2;4;10332;0;0;1;1;0;2;0;0;9;26000;9;26000;0;0;2;0;9;26000;2;0;2;0;2;0;2;0;2;0;2;0;9;26000;9;26000;6500;2;0;0;0;14;1;0;47;7;19;6;6;0;1998;2;1;2;2;2;2;2;1;1;1;3;5;2;0;0;189
2528;1;2;14;4;45;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;26000;6500;2;0;0;0;12;1;0;45;7;15;1;1;0;1;2;1;2;2;2;2;2;1;1;1;1;5;2;1;2;189
2528;1;3;14;4;16;1;3;6;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;26000;6500;1;2;7;4;0;0;0;16;4;10;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;5;1;0;0;189
2528;1;4;14;4;14;1;3;6;1;2;3;0;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;26000;6500;1;2;7;2;0;0;0;13;4;8;1;1;0;1;2;1;2;2;2;2;2;1;2;0;3;5;1;0;0;189
2529;1;1;5;4;47;1;1;3;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;7000;5;2;2;4;10332;0;0;1;1;0;2;0;0;1;54000;1;54000;0;0;2;0;1;54000;2;0;2;0;2;0;2;0;2;0;2;0;1;54000;1;54000;54000;2;0;0;0;14;1;0;47;7;19;3;3;0;1999;2;1;2;2;2;2;2;1;2;0;3;7;1;0;0;210
2530;1;1;7;4;47;1;1;2;0;0;1;3;0;0;0;0;0;0;1;43.00;2;0;2;7200;5;1;2;3;42311;0;0;1;1;0;2;0;0;1;31000;1;31000;0;0;2;0;1;31000;2;0;1;2500;2;0;2;0;2;0;1;2500;1;33500;1;64000;32000;2;0;0;0;14;1;0;47;7;19;1;1;0;2011;3;2;1;2;2;2;2;1;1;1;3;5;2;0;0;206
2530;1;2;7;4;40;2;2;2;0;0;1;3;0;0;0;0;0;0;1;55.00;2;0;2;7200;5;1;2;4;42311;0;0;1;1;0;2;0;0;1;29000;1;29000;0;0;2;0;1;29000;2;0;1;1500;2;0;2;0;2;0;1;1500;1;30500;1;64000;32000;2;0;0;0;14;1;0;39;7;19;3;3;0;2011;3;2;1;2;2;2;2;1;2;0;3;5;2;2;0;206
2531;1;1;2;4;47;2;1;1;0;0;1;2;0;0;0;0;0;0;2;70.00;2;0;2;3200;1;2;1;1;80132;2;0;0;0;0;0;2;0;1;18000;1;18000;1;50000;2;0;1;68000;2;0;2;0;2;0;2;0;2;0;2;0;1;68000;1;88000;44000;2;0;0;0;14;2;3;46;7;18;1;1;0;2007;3;2;1;2;2;2;2;1;1;1;1;7;1;2;0;103
2531;1;2;2;4;38;1;2;1;0;0;1;2;0;0;0;0;0;0;1;40.00;2;0;2;2800;1;2;3;2;80123;2;0;0;0;0;0;2;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;2;0;2;0;2;0;2;0;2;0;1;20000;1;88000;44000;2;0;0;0;13;2;3;38;6;15;6;6;0;2013;2;1;2;2;2;2;2;1;2;0;3;7;1;0;0;103
2532;1;1;2;4;47;1;1;2;0;0;1;2;0;0;0;1;2;2;0;0.00;0;0;2;6900;5;2;2;3;11131;2;0;0;0;0;0;2;0;9;25000;9;25000;0;0;2;0;9;25000;2;0;2;0;2;0;2;0;2;0;2;0;9;25000;9;62000;20667;2;0;0;0;14;1;0;46;7;19;6;6;0;1998;3;2;1;2;2;2;2;1;2;0;3;7;2;0;0;132
2532;1;2;2;4;39;2;2;2;0;0;1;3;0;0;0;1;2;2;0;0.00;0;0;2;8502;7;2;2;3;10332;0;0;1;1;0;2;0;0;1;37000;1;37000;0;0;2;0;1;37000;2;0;2;0;2;0;2;0;2;0;2;0;1;37000;9;62000;20667;2;0;0;0;13;1;0;39;7;17;1;1;0;2003;3;2;1;2;2;2;2;1;2;0;3;6;2;1;1;132
2532;1;3;2;4;1;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;62000;20667;3;0;0;0;0;0;0;0;8;0;1;1;0;1;3;2;1;2;2;2;2;1;2;0;1;6;2;0;0;132
2533;1;1;1;4;47;1;1;6;0;0;1;3;0;0;0;0;0;0;1;40.00;2;0;2;8401;6;1;2;4;3001;0;0;1;1;0;2;0;0;1;105000;1;105000;0;0;2;0;1;105000;2;0;2;0;2;0;2;0;2;0;2;0;1;105000;1;105000;105000;2;0;0;0;14;1;0;46;7;19;1;1;0;2017;3;2;1;2;2;2;2;1;2;0;3;6;2;0;0;161
