id;nhogar;comuna;dominio;v2_2;v4;h2;h3;hacinam_2;tipoho;fexp
601;1;12;4;2;2;2;2;1;3;374
602;1;4;4;2;2;3;2;3;3;125
603;1;14;4;2;1;3;1;1;1;382
604;1;4;4;2;3;2;3;1;7;69
605;1;9;3;8;1;3;1;2;4;25
606;1;1;3;2;1;2;1;3;6;93
607;1;3;4;2;1;2;1;2;3;257
608;1;9;4;1;3;1;3;1;3;232
609;1;5;4;2;1;2;1;1;1;275
610;1;13;4;2;4;2;4;1;3;327
611;1;15;4;2;1;2;1;2;3;296
612;1;1;3;1;6;3;6;1;3;150
613;1;8;3;1;2;1;2;2;3;69
614;1;7;4;2;3;2;3;1;1;229
615;1;1;3;1;1;3;1;3;3;142
616;1;4;4;2;3;2;3;1;1;165
617;1;14;4;2;1;2;1;1;1;771
618;1;14;4;2;1;2;1;1;1;772
619;1;7;4;2;2;2;2;1;3;243
620;1;7;4;2;2;2;2;1;1;234
621;1;13;4;2;3;2;3;1;1;266
622;1;3;4;2;2;2;2;1;3;228
623;1;3;4;2;2;1;2;2;3;287
624;1;11;4;2;2;1;2;1;3;278
625;1;12;4;2;3;2;3;1;3;162
626;1;2;4;2;2;2;2;1;1;272
627;1;15;4;1;3;3;3;1;1;58
628;1;5;4;2;2;2;2;1;3;264
629;1;5;4;2;3;2;3;1;3;198
630;1;15;4;2;3;2;3;1;7;231
631;1;6;4;2;3;2;3;1;3;248
632;1;5;4;2;2;2;2;1;3;131
633;1;6;4;1;2;2;2;1;7;311
634;1;12;4;2;1;1;1;2;3;134
635;1;13;4;2;2;2;2;1;3;376
636;1;6;4;2;1;2;1;2;3;155
637;1;13;4;2;2;2;2;2;3;393
638;1;3;4;2;1;3;1;1;1;454
639;1;4;4;2;1;2;1;1;1;184
640;1;11;4;2;2;2;2;1;3;315
641;1;2;4;2;2;3;2;1;7;138
642;1;12;4;2;3;2;3;1;3;169
643;1;7;4;2;3;1;3;1;3;421
644;1;3;4;2;2;2;2;1;3;136
645;1;15;4;2;2;2;2;1;1;406
646;1;1;4;2;3;2;3;1;3;218
647;1;15;4;2;3;2;3;1;7;246
648;1;5;4;2;2;3;2;1;1;211
649;1;14;4;2;3;2;3;1;7;147
650;1;1;4;2;1;1;1;2;3;565
651;1;13;4;2;3;1;3;1;3;655
652;1;14;4;2;3;2;1;1;1;385
653;1;1;4;2;4;1;4;1;3;227
654;1;4;4;10;1;2;1;2;4;198
655;1;3;4;2;2;2;2;1;1;100
656;1;14;4;2;1;3;1;1;1;173
657;1;15;4;2;1;3;1;2;3;162
658;1;12;4;2;3;2;3;1;3;318
659;1;7;4;2;2;2;2;1;3;266
660;1;11;4;2;3;2;3;1;1;168
661;1;12;4;2;3;1;3;1;1;334
662;1;7;4;2;3;2;3;1;3;241
663;1;15;4;2;2;2;2;1;3;48
664;1;4;4;2;3;1;3;1;3;219
665;1;1;4;2;2;2;2;1;3;175
666;1;15;4;2;1;2;1;1;1;271
667;1;7;4;2;2;2;2;1;3;207
668;1;2;4;2;2;2;2;1;3;176
669;1;14;4;2;3;2;3;1;2;393
670;1;5;4;2;2;2;2;1;1;232
671;1;5;4;2;2;3;2;1;6;210
672;1;1;4;2;3;1;3;1;3;271
673;1;13;4;2;2;2;2;1;1;354
674;1;6;4;2;3;1;3;1;3;71
675;1;3;4;2;3;2;3;1;4;123
676;1;12;4;2;1;2;1;2;3;145
677;1;12;4;2;2;2;2;1;3;259
678;1;6;4;2;3;1;3;1;3;228
679;1;2;4;2;2;2;2;1;1;196
680;1;2;4;2;3;2;3;1;1;378
681;1;8;3;1;1;3;1;3;3;154
682;1;1;4;10;1;2;1;2;3;132
683;1;5;4;2;1;2;1;3;3;232
684;1;1;4;2;1;2;1;2;2;168
685;1;6;4;2;3;2;3;1;4;385
686;1;6;4;2;2;2;2;1;1;340
687;1;4;4;2;2;2;2;1;3;102
688;1;8;3;1;1;3;1;3;3;156
689;1;1;4;2;2;2;2;1;1;463
690;1;10;4;1;5;1;5;1;7;126
691;1;4;4;2;1;1;1;3;5;185
692;1;1;4;10;1;2;1;3;4;133
693;1;1;4;9;1;2;1;1;1;146
694;1;1;3;1;2;3;2;2;3;143
695;1;3;4;10;1;2;1;2;3;487
696;1;7;3;8;1;2;1;2;3;124
697;1;3;4;2;2;2;2;1;1;87
698;1;7;4;2;3;2;3;1;6;428
699;1;7;4;2;2;2;2;1;3;282
700;1;7;4;2;3;1;3;1;3;284
701;1;8;3;1;1;3;1;3;3;146
702;1;9;3;1;3;1;3;1;3;57
703;1;8;4;9;1;2;1;2;3;168
704;1;6;4;2;2;2;2;2;3;306
705;1;3;4;2;2;2;2;1;1;328
706;1;1;4;2;3;1;3;1;3;244
707;1;6;4;2;2;2;2;1;1;543
708;1;8;3;8;1;2;1;3;3;155
709;1;1;4;10;1;3;1;2;4;78
710;1;1;4;2;2;2;2;1;1;204
711;1;1;4;2;2;3;2;1;1;178
712;1;8;4;2;3;2;3;1;3;132
713;1;15;4;2;3;3;3;1;3;274
714;1;8;4;2;3;3;3;1;4;76
715;1;8;3;8;1;2;1;3;3;154
716;1;5;4;2;3;2;3;1;3;269
717;1;8;4;2;3;2;3;1;3;124
718;1;5;4;2;2;1;2;1;3;424
719;1;5;4;2;2;2;2;1;1;441
720;1;5;4;2;2;1;2;1;3;218
721;1;12;4;2;2;2;2;1;3;102
722;1;14;4;2;1;2;1;1;1;771
723;1;14;4;2;2;2;2;1;1;252
724;1;5;4;2;1;2;1;2;3;259
725;1;10;4;2;2;1;2;1;4;233
726;1;9;4;2;1;2;1;1;1;47
727;1;15;4;2;2;2;2;1;1;281
728;1;11;4;2;3;2;3;1;3;122
729;1;6;4;2;2;2;2;1;3;158
730;1;15;4;2;4;2;1;1;1;312
731;1;14;4;2;3;2;3;1;3;428
732;1;2;4;2;1;2;1;1;1;235
733;1;13;4;2;2;1;2;1;1;577
734;1;11;4;2;3;1;3;1;1;162
735;1;11;4;10;1;2;1;2;3;338
736;1;3;4;2;1;2;1;2;7;121
737;1;15;4;2;4;2;4;1;3;185
738;1;10;4;2;2;2;2;1;3;33
739;1;5;4;2;2;2;2;1;1;196
740;1;15;4;2;2;2;2;1;1;289
741;1;2;4;2;2;2;2;1;3;296
742;1;8;4;2;3;2;3;1;3;152
743;1;8;4;1;3;2;3;1;4;62
744;1;2;4;2;2;3;2;1;1;277
745;1;2;4;2;2;1;2;1;1;203
746;1;10;4;2;1;2;1;1;1;147
747;1;15;4;2;2;1;2;1;1;282
748;1;15;4;2;2;3;2;1;1;267
749;1;12;4;2;3;1;3;1;3;423
750;1;2;4;2;2;2;2;1;1;193
751;1;14;4;2;2;1;2;1;1;514
752;1;13;4;2;2;1;2;1;1;462
753;1;6;4;2;4;1;4;1;3;157
754;1;1;4;2;4;3;4;1;3;238
755;1;1;4;2;2;2;2;1;1;168
756;1;12;4;2;3;1;3;1;3;203
757;1;14;4;2;1;2;1;2;3;186
758;1;12;4;2;2;1;2;1;3;115
759;1;14;4;2;2;2;2;1;1;1200
760;1;4;3;1;2;1;2;2;3;352
761;1;12;4;10;1;2;1;1;1;323
762;1;8;3;8;2;2;2;2;6;66
763;1;5;4;2;1;2;1;2;3;160
764;1;15;4;2;1;1;1;1;1;226
765;1;13;4;2;3;2;3;1;3;391
766;1;6;4;2;2;2;2;1;1;244
767;1;15;4;2;1;1;1;1;1;254
768;1;4;4;2;2;3;2;1;3;379
769;1;4;4;2;1;2;1;1;1;132
770;1;14;4;2;2;2;2;1;3;426
771;1;11;4;2;2;2;2;1;3;324
772;1;5;4;2;2;2;2;1;7;207
773;1;10;4;2;3;1;3;1;7;123
774;1;1;4;2;3;3;3;1;2;203
775;1;15;4;2;2;2;2;1;1;224
776;1;15;4;2;2;1;2;1;1;311
777;1;10;4;2;3;1;3;1;3;174
778;1;14;4;2;2;1;2;1;3;231
779;1;12;4;2;2;1;2;1;3;201
780;1;14;4;2;2;2;2;1;3;338
781;1;13;4;2;2;2;2;1;1;304
782;1;2;4;2;3;2;3;1;1;234
783;1;1;4;2;2;2;2;1;1;148
784;1;7;4;2;2;1;2;1;3;203
785;1;13;4;2;2;1;2;1;3;188
786;1;15;4;2;2;2;2;1;3;152
787;1;4;4;9;1;2;1;1;1;240
788;1;8;3;1;1;3;1;3;3;118
789;1;1;3;1;4;2;4;1;3;135
790;1;12;4;2;1;2;1;1;1;240
791;1;9;3;1;3;3;3;2;3;31
792;1;15;4;2;4;1;4;1;3;150
793;1;4;4;2;4;1;4;1;6;156
794;1;7;4;2;4;3;4;1;3;246
795;1;8;4;1;3;3;3;1;3;132
796;1;8;3;1;3;2;3;1;5;155
797;1;9;4;2;3;2;3;1;4;57
798;1;10;4;2;3;2;1;2;3;29
798;2;10;4;2;3;2;1;2;7;29
799;1;12;4;2;2;2;2;1;3;166
800;1;12;4;2;3;1;3;1;3;150
801;1;9;4;2;2;2;2;1;3;149
802;1;15;4;1;3;2;3;1;3;229
803;1;8;4;1;3;2;3;1;3;193
804;1;4;4;2;2;2;2;2;3;95
805;1;8;4;2;3;3;3;2;3;339
806;1;4;4;2;3;1;3;1;5;121
807;1;2;4;2;3;1;3;1;3;116
808;1;8;3;8;2;2;2;2;3;156
809;1;8;3;1;3;3;3;1;3;75
810;1;8;3;1;4;3;4;1;3;156
811;1;8;3;1;2;3;2;2;3;155
812;1;1;4;10;1;2;1;2;4;116
813;1;8;4;2;2;2;2;1;3;263
814;1;10;4;1;3;2;3;1;3;227
815;1;7;3;1;2;2;2;2;3;141
816;1;8;3;1;1;3;1;3;5;156
817;1;8;3;8;1;2;1;2;3;75
818;1;1;3;1;2;3;2;2;3;136
819;1;8;4;1;2;2;2;1;3;95
820;1;4;4;2;4;2;4;1;3;71
821;1;8;4;2;5;3;5;1;3;267
822;1;8;4;2;5;2;5;1;3;200
823;1;8;3;1;1;2;1;1;1;26
824;1;4;4;2;4;1;4;1;7;39
825;1;13;4;1;4;2;4;1;3;440
826;1;9;4;2;2;1;2;1;3;278
827;1;14;4;2;2;2;2;1;1;350
828;1;12;4;2;3;1;3;1;3;148
829;1;13;4;2;2;2;2;1;3;333
830;1;15;4;2;2;1;2;1;1;424
831;1;11;4;2;3;2;3;1;3;421
832;1;4;4;1;4;1;4;1;5;70
833;1;11;4;2;2;1;2;1;3;119
834;1;13;4;2;1;1;1;1;1;355
835;1;3;4;2;4;2;4;1;3;459
836;1;7;4;2;2;2;2;1;2;332
837;1;3;4;2;2;2;2;1;3;179
838;1;1;4;2;2;2;2;1;1;145
839;1;1;4;2;3;2;3;1;4;137
840;1;9;4;2;2;2;2;1;1;94
841;1;10;4;2;3;1;3;1;3;384
842;1;10;4;2;2;3;2;1;3;231
843;1;11;4;2;2;2;2;1;3;136
844;1;4;4;1;5;3;5;1;4;96
845;1;1;4;2;2;3;2;1;2;159
846;1;4;4;9;2;2;2;2;3;126
847;1;3;4;2;3;1;3;1;3;293
848;1;15;4;2;2;1;2;1;1;218
849;1;11;4;2;3;2;3;1;3;184
850;1;14;4;2;2;2;2;1;1;600
851;1;2;4;9;1;2;1;1;1;268
852;1;13;4;2;3;2;3;1;1;315
853;1;15;4;2;2;1;2;1;3;247
854;1;13;4;2;3;2;3;1;3;211
855;1;15;4;2;1;1;1;2;3;51
856;1;5;4;10;1;2;1;2;7;227
857;1;11;4;2;2;2;2;1;3;125
858;1;2;4;2;2;3;2;1;1;306
859;1;2;4;2;2;2;2;1;3;166
860;1;7;4;2;3;2;3;1;1;206
861;1;3;4;2;2;2;2;1;3;46
862;1;5;4;2;3;1;3;1;3;308
863;1;4;4;2;3;3;3;1;3;151
864;1;7;4;2;3;2;3;1;3;304
865;1;14;4;2;2;2;2;1;1;516
866;1;9;4;2;3;3;3;1;3;153
867;1;3;4;2;3;3;3;1;3;179
868;1;1;4;2;3;1;3;1;1;181
869;1;13;4;2;2;3;2;1;1;276
870;1;10;4;2;1;2;1;3;3;181
871;1;5;4;2;2;2;2;1;1;288
872;1;1;4;2;1;2;1;2;6;112
873;1;6;4;2;4;2;4;1;3;139
874;1;6;4;2;2;1;2;1;1;349
875;1;5;4;2;2;2;2;1;1;182
876;1;1;4;2;4;2;4;1;3;239
877;1;6;4;2;3;2;3;1;3;217
878;1;15;4;2;3;1;3;1;1;392
879;1;13;4;2;4;1;4;1;3;235
880;1;13;4;2;3;1;3;1;3;371
881;1;2;4;2;3;2;3;1;3;258
882;1;1;4;2;4;1;4;1;1;131
883;1;14;4;2;2;2;2;1;1;174
884;1;4;4;2;4;1;4;1;3;245
885;1;10;4;1;4;1;4;1;7;186
886;1;8;4;2;2;1;2;1;1;24
887;1;7;4;2;2;2;2;1;1;187
888;1;6;4;2;1;2;1;1;1;437
889;1;8;4;2;3;2;3;1;3;212
890;1;14;4;2;4;3;4;1;3;297
891;1;6;4;2;4;1;4;1;1;388
892;1;9;4;1;5;1;5;1;6;507
893;1;14;4;2;2;1;2;1;3;191
894;1;13;4;2;3;2;3;1;3;354
895;1;14;4;2;1;2;1;2;3;231
896;1;15;4;2;1;2;1;1;1;424
897;1;1;4;2;1;2;1;2;3;175
898;1;3;4;2;3;2;3;1;3;360
899;1;7;4;2;5;2;5;1;3;250
900;1;4;4;2;1;1;1;3;4;221
901;1;10;4;1;3;1;3;1;3;227
902;1;8;3;2;2;2;2;1;4;26
903;1;4;4;1;1;1;1;3;3;116
904;1;3;4;10;1;2;1;1;1;272
905;1;11;4;1;3;3;3;1;5;321
906;1;10;4;2;2;2;2;1;1;122
907;1;8;3;1;2;3;2;1;3;37
908;1;1;4;10;1;2;1;2;4;135
909;1;15;4;2;2;2;2;1;3;230
910;1;3;4;2;1;2;1;2;3;77
911;1;11;4;2;3;1;3;1;6;498
912;1;1;4;2;3;2;3;1;2;251
913;1;2;4;2;1;2;1;3;5;109
914;1;13;4;2;3;2;3;1;4;326
915;1;1;3;1;4;3;4;1;3;153
916;1;9;4;2;4;2;2;3;3;348
916;2;9;4;2;4;2;1;2;3;348
917;1;7;3;2;3;1;3;1;3;140
918;1;1;3;1;2;3;2;2;3;142
919;1;3;4;2;3;2;3;1;3;179
920;1;11;4;2;4;1;4;1;4;458
921;1;9;4;2;3;2;3;1;3;365
922;1;3;4;2;2;2;2;2;3;271
923;1;4;4;9;2;3;2;2;4;102
924;1;8;3;2;2;2;2;2;5;156
925;1;13;4;10;1;2;1;1;1;373
926;1;15;4;9;1;2;1;3;3;33
927;1;4;4;2;3;2;3;1;3;74
928;1;14;4;2;2;2;2;1;4;173
929;1;13;4;2;2;2;2;1;1;321
930;1;13;4;2;3;2;3;1;3;316
931;1;15;4;1;3;1;3;1;5;19
932;1;5;4;2;2;2;2;1;3;237
933;1;11;4;2;3;2;3;1;3;84
934;1;13;4;2;3;2;3;1;3;292
935;1;10;4;2;2;1;2;1;1;110
936;1;12;4;2;2;2;2;1;3;727
937;1;15;4;2;2;1;2;1;1;279
938;1;10;4;1;2;1;2;1;1;148
939;1;3;4;2;2;2;2;1;1;328
940;1;11;4;1;2;2;2;2;3;348
941;1;1;4;2;2;2;2;1;4;218
942;1;13;4;2;3;2;3;1;1;304
943;1;11;4;2;3;3;3;1;4;185
944;1;12;4;2;2;1;2;1;3;162
945;1;6;4;2;2;1;2;1;3;157
946;1;10;4;2;2;1;2;1;3;123
947;1;13;4;2;1;1;1;2;3;314
948;1;12;4;2;2;1;2;1;3;348
949;1;9;4;2;2;1;2;1;1;162
950;1;15;4;2;2;1;2;1;1;304
951;1;3;4;2;1;2;1;2;3;153
952;1;15;4;2;3;3;3;1;7;121
953;1;5;4;2;3;3;3;1;1;197
954;1;7;4;1;4;3;4;1;3;379
955;1;5;4;2;1;2;1;1;1;283
956;1;14;4;2;2;2;2;1;1;617
957;1;14;4;2;3;2;3;1;3;261
958;1;12;4;2;2;1;2;2;3;113
959;1;14;4;2;5;1;5;1;3;114
960;1;9;4;2;3;2;3;1;5;179
961;1;3;4;2;2;1;2;1;3;124
962;1;3;4;2;1;2;1;1;1;255
963;1;2;4;2;1;2;1;1;1;202
964;1;15;4;2;4;2;4;1;3;287
965;1;15;4;2;2;1;2;1;1;366
966;1;1;4;2;3;2;3;1;3;153
967;1;14;4;2;2;2;2;1;1;516
968;1;11;4;2;2;1;2;1;3;127
969;1;1;4;2;2;2;2;1;1;116
970;1;1;4;2;1;1;1;1;1;136
971;1;11;4;1;2;1;2;1;3;112
972;1;1;4;2;2;2;2;2;6;118
973;1;10;4;2;2;2;2;1;3;150
974;1;11;4;1;4;1;4;1;3;336
975;1;5;4;2;3;1;3;1;3;168
976;1;14;4;2;2;2;2;1;3;284
977;1;11;4;2;2;2;2;1;4;478
978;1;13;4;2;1;1;1;1;1;590
979;1;7;4;1;4;1;4;1;5;229
980;1;14;4;2;3;1;3;1;3;199
981;1;14;4;2;5;1;5;1;3;398
982;1;7;4;2;3;1;3;1;4;228
983;1;3;4;2;2;2;2;1;3;215
984;1;11;4;2;2;2;2;1;3;417
985;1;5;4;2;2;2;2;1;3;181
986;1;4;4;1;5;1;5;2;5;163
987;1;5;4;2;2;2;2;1;3;219
988;1;4;4;2;3;3;3;1;3;153
989;1;3;4;2;1;2;1;2;3;149
990;1;3;4;2;1;2;1;1;1;290
991;1;8;4;2;1;2;1;2;3;52
992;1;4;4;2;3;2;3;1;3;209
993;1;14;4;2;2;2;2;1;3;192
994;1;12;4;2;1;1;1;1;1;284
995;1;12;4;2;2;2;2;1;3;351
996;1;2;4;2;1;2;1;2;3;178
997;1;2;4;2;2;2;2;1;1;291
998;1;3;4;10;1;2;1;3;4;293
999;1;15;4;1;4;1;4;1;7;113
1000;1;3;4;9;1;2;1;2;3;135
1001;1;3;4;2;3;2;3;1;7;122
1002;1;5;4;2;3;1;3;1;3;360
1003;1;15;3;1;3;3;3;2;3;34
1004;1;1;3;1;2;1;2;2;3;147
1005;1;8;3;1;2;3;2;2;3;156
1006;1;11;4;2;2;2;2;2;3;431
1007;1;6;4;2;1;2;1;1;1;306
1008;1;4;4;2;4;1;4;1;7;133
1009;1;11;4;2;2;1;2;2;3;338
1010;1;8;4;2;3;2;3;1;1;57
1011;1;7;4;2;4;1;4;1;3;311
1012;1;9;4;1;3;2;3;1;3;261
1013;1;4;3;1;2;2;2;2;3;355
1014;1;14;4;10;1;3;1;3;5;116
1015;1;3;4;2;2;2;2;1;3;134
1016;1;6;4;1;3;2;3;1;4;513
1017;1;8;4;1;3;3;3;1;3;118
1018;1;12;4;1;2;1;2;3;3;116
1019;1;7;4;1;1;2;1;2;2;419
1020;1;1;4;10;1;2;1;2;3;189
1021;1;1;4;9;1;2;1;2;3;197
1022;1;8;4;1;3;2;3;1;3;360
1023;1;5;4;2;3;2;3;1;3;399
1024;1;7;4;2;2;2;2;2;3;222
1025;1;4;3;1;2;3;2;1;3;355
1026;1;15;4;2;2;2;2;1;3;231
1027;1;10;4;2;4;1;4;1;3;219
1028;1;4;4;10;1;2;1;2;3;167
1029;1;1;4;9;1;2;1;1;1;103
1030;1;8;4;2;1;2;1;2;3;78
1031;1;15;4;2;2;2;2;1;3;251
1032;1;8;4;2;2;2;2;1;3;54
1033;1;8;3;1;1;2;1;1;1;26
1034;1;7;3;1;4;2;4;1;5;124
1035;1;15;4;2;2;3;2;1;1;226
1036;1;4;4;1;4;1;4;1;3;300
1037;1;8;4;2;4;3;4;1;4;135
1038;1;4;4;9;1;2;1;3;3;213
1039;1;15;4;2;2;2;2;1;3;308
1040;1;8;4;2;3;2;3;1;3;275
1041;1;10;4;2;4;3;4;1;3;356
1042;1;10;4;2;3;1;3;1;3;215
1043;1;5;4;2;3;2;3;1;3;182
1044;1;15;4;2;2;1;2;1;1;221
1045;1;6;4;2;3;2;3;1;3;121
1046;1;3;4;2;3;2;3;1;3;146
1047;1;5;4;2;3;3;3;1;3;316
1048;1;4;4;1;2;2;2;1;3;166
1049;1;13;4;2;2;2;2;1;1;304
1050;1;11;4;2;2;2;2;1;1;278
1051;1;4;4;2;2;2;2;1;1;193
1052;1;7;4;2;2;2;2;2;3;276
1053;1;15;4;2;2;1;2;1;3;180
1054;1;9;4;2;2;2;2;1;3;134
1055;1;14;4;2;3;3;3;1;1;550
1056;1;7;4;2;2;1;2;1;3;271
1057;1;15;4;2;3;2;3;1;3;243
1058;1;5;4;2;3;2;3;1;3;188
1059;1;5;4;2;3;1;3;1;3;194
1060;1;3;4;2;2;1;2;1;1;114
1061;1;13;4;2;3;3;3;1;3;258
1062;1;7;4;2;4;1;4;1;3;293
1063;1;1;4;2;3;2;3;1;3;345
1064;1;15;4;2;3;1;3;1;1;366
1065;1;6;4;2;2;2;2;1;1;367
1066;1;9;4;2;3;3;3;1;4;151
1067;1;5;4;2;3;2;3;1;3;268
1068;1;6;4;2;2;2;2;1;3;142
1069;1;1;4;2;3;2;3;1;5;192
1070;1;5;4;2;2;1;2;1;3;319
1071;1;15;4;2;7;1;7;1;3;133
1072;1;13;4;2;3;2;3;1;1;338
1073;1;9;4;2;1;2;1;1;1;75
1074;1;6;4;2;1;2;1;1;1;245
1075;1;8;4;2;3;3;3;1;4;68
1076;1;15;4;2;3;2;3;1;2;143
1077;1;6;4;2;2;2;2;1;3;195
1078;1;11;4;1;4;1;4;1;3;154
1079;1;13;4;2;2;2;2;2;5;331
1080;1;13;4;2;2;2;2;1;1;1154
1081;1;13;4;2;4;1;4;1;3;229
1082;1;13;4;2;3;1;3;1;3;330
1083;1;13;4;1;6;1;6;1;3;368
1084;1;14;4;2;2;3;2;1;1;349
1085;1;13;4;2;2;2;2;1;1;532
1086;1;1;4;2;2;2;2;1;1;144
1087;1;12;4;2;3;1;3;1;3;161
1088;1;6;4;1;4;1;4;1;3;260
1089;1;15;4;2;2;2;2;1;1;305
1090;1;8;4;2;3;2;3;1;1;87
1091;1;10;4;2;3;1;3;1;3;196
1092;1;10;4;2;3;3;3;1;3;123
1093;1;15;3;1;1;3;1;3;3;34
1094;1;4;3;1;2;3;2;2;5;161
1095;1;1;3;1;1;2;1;3;3;137
1096;1;8;3;1;6;2;6;1;6;156
1097;1;8;3;1;2;2;2;2;3;144
1098;1;8;4;2;3;2;3;1;4;71
1099;1;1;3;1;4;3;4;1;5;162
1100;1;8;3;1;3;3;3;1;4;26
1101;1;8;4;2;3;3;3;1;3;190
1102;1;3;4;2;2;2;2;1;3;188
1103;1;3;4;10;1;2;1;1;1;384
1104;1;15;3;1;1;3;1;3;3;10
1105;1;5;4;2;2;2;2;2;3;242
1106;1;8;4;2;4;1;4;1;3;302
1107;1;8;3;2;3;3;3;2;3;156
1108;1;4;4;10;1;2;1;3;3;95
1109;1;3;4;10;1;2;1;2;3;298
1110;1;12;4;1;4;1;4;1;6;418
1111;1;3;4;2;2;2;2;3;3;324
1112;1;10;4;2;2;2;2;1;3;108
1113;1;14;4;1;4;2;4;1;4;476
1114;1;8;4;2;3;1;3;1;3;225
1115;1;9;4;2;3;1;3;1;7;375
1116;1;7;3;1;3;2;3;1;3;128
1117;1;4;4;1;2;2;2;2;4;338
1118;1;7;3;1;2;3;2;2;3;133
1119;1;8;4;1;1;3;1;3;5;198
1120;1;5;4;2;2;2;2;1;3;163
1121;1;9;4;1;3;2;1;3;3;261
1121;2;9;4;1;3;2;1;1;1;261
1122;1;8;3;1;3;1;3;1;3;118
1123;1;15;3;1;2;1;2;1;3;30
1124;1;4;4;2;2;1;2;1;4;123
1125;1;1;3;1;3;3;3;1;3;134
1126;1;1;3;1;2;3;2;2;3;151
1127;1;3;4;10;1;2;1;1;1;292
1128;1;4;4;10;1;2;1;1;1;122
1129;1;3;4;2;3;2;3;1;3;274
1130;1;3;4;2;3;2;3;1;5;152
1131;1;6;4;2;2;1;2;1;4;485
1132;1;4;3;1;3;3;3;2;3;355
1133;1;1;4;2;4;2;4;1;3;180
1134;1;10;4;10;1;2;1;1;1;137
1135;1;2;4;2;3;3;3;1;3;297
1136;1;7;3;2;1;3;1;3;3;134
1137;1;10;4;1;3;2;3;1;3;233
1138;1;1;4;2;3;1;3;1;3;380
1139;1;4;4;2;1;2;1;2;3;210
1140;1;6;4;2;2;2;2;1;3;254
1141;1;10;4;2;2;1;2;1;1;230
1142;1;6;4;2;2;2;2;1;4;87
1143;1;15;4;2;2;2;2;1;4;275
1144;1;12;4;2;3;1;3;1;4;442
1145;1;4;4;2;2;2;2;1;1;197
1146;1;6;4;1;3;3;3;1;4;317
1147;1;12;4;2;2;1;2;1;1;356
1148;1;15;4;2;4;2;4;1;3;186
1149;1;9;4;1;3;2;3;2;3;106
1150;1;3;4;1;3;1;3;1;7;191
1151;1;7;4;2;2;2;2;1;3;286
1152;1;11;4;2;3;2;3;1;1;147
1153;1;14;4;2;1;2;1;1;1;619
1154;1;6;4;2;3;1;3;1;3;292
1155;1;5;4;2;2;2;2;1;3;216
1156;1;1;4;2;2;2;2;1;3;190
1157;1;8;4;2;3;2;3;1;3;91
1158;1;4;4;2;3;2;3;1;4;167
1159;1;4;4;2;2;2;2;1;3;185
1160;1;13;4;1;3;2;3;1;2;246
1161;1;14;4;2;2;1;2;1;3;154
1162;1;6;4;2;2;2;2;1;3;71
1163;1;10;4;1;3;2;3;1;3;219
1164;1;2;4;2;1;2;1;1;1;327
1165;1;5;4;2;3;1;3;1;3;169
1166;1;3;4;2;3;2;3;1;3;235
1167;1;13;4;2;2;2;2;1;1;285
1168;1;11;4;2;2;1;2;1;1;199
1169;1;2;4;2;2;2;2;1;1;204
1170;1;11;4;1;4;1;4;1;3;368
1171;1;15;4;2;2;2;2;1;3;166
1172;1;7;4;2;3;2;3;1;3;309
1173;1;10;4;2;3;1;3;1;4;266
1174;1;12;4;1;4;1;4;1;1;403
1175;1;6;4;2;3;1;3;1;3;279
1176;1;2;4;2;4;1;4;1;3;241
1177;1;5;4;2;2;1;2;3;5;287
1178;1;15;4;10;1;2;1;2;3;168
1179;1;14;4;2;3;3;3;1;3;187
1180;1;11;4;2;3;1;3;1;3;318
1181;1;1;4;2;2;2;2;1;3;190
1182;1;4;4;2;2;2;2;1;1;185
1183;1;10;4;2;4;1;4;1;3;270
1184;1;1;4;2;1;2;1;1;1;149
1185;1;13;4;2;3;1;3;1;3;434
1186;1;3;4;2;2;1;2;1;1;216
1187;1;6;4;2;4;1;4;1;1;388
1188;1;15;4;1;2;2;2;1;3;206
1189;1;15;4;2;3;1;3;1;3;216
1190;1;14;4;2;4;3;4;1;1;362
1191;1;2;4;2;2;2;2;1;1;248
1192;1;14;4;2;4;2;4;1;4;618
1193;1;8;3;1;3;3;3;1;4;26
1194;1;1;3;1;3;3;3;1;3;141
1195;1;6;4;2;1;2;1;1;1;242
1196;1;7;4;1;4;1;4;1;1;368
1197;1;5;4;2;3;2;3;1;3;263
1198;1;9;4;2;1;2;1;2;4;208
1199;1;6;4;2;3;2;3;1;3;510
1200;1;12;4;2;3;2;3;1;3;280
1201;1;6;4;2;2;2;2;1;3;44
1202;1;12;4;2;3;1;3;1;3;362
1203;1;9;4;2;1;2;1;2;4;58
1204;1;8;4;1;3;1;3;1;1;70
1205;1;1;4;2;2;2;2;1;1;304
1206;1;14;4;2;2;2;2;1;1;108
1207;1;5;4;2;2;1;2;1;1;220
1208;1;14;4;2;4;2;4;1;3;277
1209;1;12;4;2;3;1;3;1;1;469
1210;1;4;4;1;3;1;3;1;3;121
1211;1;8;3;1;3;3;3;1;3;118
1212;1;1;3;2;1;3;1;3;3;148
1213;1;9;4;2;2;2;2;1;7;55
1214;1;9;3;1;1;1;1;3;3;33
1215;1;4;4;9;1;2;1;1;1;121
1216;1;4;4;1;2;3;2;2;3;125
1217;1;1;3;1;2;3;2;2;3;143
1218;1;1;4;10;1;2;1;2;3;138
1219;1;8;4;2;4;2;4;1;4;40
1220;1;11;4;1;4;1;4;1;3;119
1221;1;3;4;2;2;1;2;1;1;215
