id;nhogar;comuna;dominio;v2_2;v4;h2;h3;hacinam_2;tipoho;fexp
1222;1;8;4;2;4;2;4;1;3;226
1223;1;8;4;2;3;3;3;1;3;251
1224;1;9;3;1;2;3;2;1;3;58
1225;1;8;3;1;3;3;3;2;5;156
1226;1;4;4;1;3;1;3;1;1;231
1227;1;8;3;1;2;2;2;3;3;156
1228;1;3;4;10;1;2;1;1;1;283
1229;1;10;4;2;2;2;2;1;1;230
1230;1;8;4;2;3;2;3;1;4;129
1231;1;2;4;2;3;1;3;1;3;259
1232;1;3;4;2;3;2;3;1;2;36
1233;1;4;4;1;3;2;3;1;3;219
1234;1;1;3;1;3;3;3;2;5;164
1235;1;9;4;2;2;2;2;2;3;939
1236;1;3;4;2;3;2;3;1;3;92
1237;1;9;3;1;4;3;4;1;5;84
1238;1;7;3;1;1;2;1;2;3;117
1239;1;3;4;2;1;2;1;3;3;229
1240;1;11;4;1;4;2;4;2;5;359
1241;1;6;4;2;2;2;2;1;1;305
1242;1;9;4;1;4;1;4;1;3;231
1243;1;7;3;2;3;1;3;1;3;127
1244;1;8;4;2;2;1;0;0;4;297
1245;1;1;4;2;1;2;1;3;3;219
1246;1;4;3;1;3;3;3;1;3;153
1247;1;6;4;10;1;2;1;3;4;303
1248;1;10;4;2;2;1;2;2;3;193
1249;1;11;4;2;2;1;2;2;3;304
1250;1;1;3;2;2;3;2;2;5;143
1251;1;9;4;1;2;3;2;2;3;312
1252;1;2;4;2;4;2;4;1;3;258
1253;1;15;4;1;7;1;7;1;7;18
1254;1;9;4;1;3;3;3;1;6;122
1255;1;12;4;1;3;1;3;1;1;121
1256;1;12;4;2;3;2;3;1;4;515
1257;1;10;4;2;1;2;1;1;1;121
1258;1;4;4;2;2;2;2;1;1;55
1259;1;5;4;2;3;2;3;1;4;272
1260;1;7;4;2;4;3;4;1;3;201
1261;1;15;4;2;2;3;2;1;3;253
1262;1;15;4;2;3;1;3;1;3;322
1263;1;8;4;1;3;2;3;1;1;100
1264;1;6;4;2;3;1;3;1;1;243
1265;1;15;4;2;2;1;2;2;3;441
1266;1;14;4;2;3;1;3;1;3;249
1267;1;13;4;2;2;2;2;1;1;355
1268;1;9;4;2;3;2;3;1;4;348
1269;1;15;4;2;2;1;2;1;3;243
1270;1;11;4;2;2;2;2;1;3;417
1271;1;3;4;2;2;2;2;1;3;179
1272;1;9;4;2;3;2;3;1;3;125
1273;1;4;4;2;3;1;3;1;3;154
1274;1;8;4;1;4;1;4;1;3;233
1275;1;12;4;2;1;2;1;1;1;334
1276;1;13;4;1;3;2;3;1;3;242
1277;1;12;4;2;3;1;3;1;3;505
1278;1;12;4;1;3;3;3;1;3;148
1279;1;8;4;2;3;2;3;1;3;52
1280;1;10;4;2;1;2;1;1;1;201
1281;1;5;4;2;3;2;3;1;2;237
1282;1;7;4;2;3;2;3;1;3;303
1283;1;6;4;2;2;2;2;1;1;436
1284;1;12;4;2;2;2;2;1;3;389
1285;1;2;4;2;4;2;4;1;3;150
1286;1;12;4;1;6;1;6;1;3;371
1287;1;15;4;2;3;1;3;1;3;186
1288;1;15;4;2;3;1;3;1;3;310
1289;1;7;4;2;3;1;3;1;3;309
1290;1;7;4;2;4;1;4;1;3;381
1291;1;3;4;2;4;1;4;1;1;256
1292;1;7;4;1;5;2;5;1;3;256
1293;1;1;4;2;2;2;2;1;1;199
1294;1;1;4;2;2;2;2;2;3;178
1295;1;4;4;2;4;1;4;1;3;185
1296;1;4;4;2;4;2;4;1;1;89
1297;1;13;4;2;2;2;2;1;3;364
1298;1;6;4;2;2;2;2;1;1;339
1299;1;7;4;2;3;2;3;1;3;295
1300;1;6;4;2;2;1;2;1;3;220
1301;1;7;4;1;3;1;3;1;3;236
1302;1;6;4;2;2;1;2;1;1;69
1303;1;13;4;2;3;3;3;1;1;315
1304;1;3;4;2;3;1;3;1;3;214
1305;1;3;4;2;2;1;2;1;1;237
1306;1;14;4;2;4;2;4;1;3;162
1307;1;13;4;2;3;1;3;1;3;404
1308;1;2;4;2;2;2;2;1;1;147
1309;1;14;4;2;3;2;3;1;6;47
1310;1;2;4;2;4;2;4;1;3;278
1311;1;7;4;9;1;2;1;2;4;187
1312;1;7;4;1;5;1;5;1;5;155
1313;1;11;4;1;5;2;5;1;3;209
1314;1;14;4;2;2;1;2;1;1;617
1315;1;7;3;2;3;1;3;1;4;99
1316;1;14;4;2;4;2;4;1;3;258
1317;1;11;4;2;2;2;2;1;3;252
1318;1;12;4;2;2;2;2;1;1;309
1319;1;10;4;2;3;2;3;1;3;170
1320;1;3;4;2;1;2;1;2;3;283
1321;1;1;4;2;4;3;4;1;4;170
1322;1;5;4;2;1;2;1;1;1;264
1323;1;15;4;2;1;2;1;2;3;162
1324;1;9;4;1;2;1;2;1;6;310
1325;1;12;4;2;2;2;2;1;1;536
1326;1;15;4;2;2;1;2;1;3;182
1327;1;1;4;2;2;2;2;1;1;205
1328;1;4;4;2;2;1;2;1;1;415
1329;1;1;4;2;2;2;2;1;3;397
1330;1;1;3;1;2;2;2;2;3;143
1331;1;15;4;2;2;3;1;1;1;303
1332;1;7;3;2;3;2;3;1;4;103
1333;1;15;3;1;4;3;4;1;3;38
1334;1;12;4;1;2;1;2;2;5;39
1335;1;7;3;2;2;1;2;2;3;143
1336;1;4;3;1;1;3;1;3;3;261
1337;1;8;3;1;3;2;3;1;3;153
1338;1;1;4;10;1;2;1;2;3;265
1339;1;4;4;10;1;2;1;2;2;207
1340;1;11;4;2;2;2;2;1;1;221
1341;1;4;4;2;2;2;2;1;1;212
1342;1;8;4;1;3;3;3;1;3;101
1343;1;8;4;1;2;1;2;2;3;200
1344;1;7;3;1;3;3;3;1;3;122
1345;1;6;4;1;3;3;3;1;3;173
1346;1;8;4;2;1;1;1;3;3;142
1347;1;8;4;2;1;2;1;2;3;191
1348;1;1;3;2;3;1;3;2;5;161
1349;1;9;4;1;3;3;3;1;4;269
1350;1;10;4;2;3;2;3;1;3;205
1351;1;9;4;1;2;2;2;1;3;308
1352;1;8;3;1;3;3;3;1;3;118
1353;1;1;4;2;4;2;4;1;3;324
1354;1;4;4;1;3;1;3;1;3;322
1355;1;6;4;2;3;2;3;1;3;206
1356;1;14;4;2;1;2;1;1;1;495
1357;1;13;4;2;2;3;2;1;1;236
1358;1;1;4;2;2;2;2;2;3;168
1359;1;5;4;2;2;2;2;1;3;242
1360;1;1;4;2;3;2;3;1;3;147
1361;1;10;4;1;2;2;2;2;5;191
1362;1;4;4;2;4;2;4;1;3;129
1363;1;8;4;2;3;1;3;1;3;90
1364;1;1;4;2;1;3;1;2;3;460
1365;1;4;4;9;2;2;2;1;3;64
1366;1;9;4;2;3;2;3;1;3;62
1367;1;12;4;2;3;2;3;1;3;263
1368;1;14;4;2;1;2;1;1;1;400
1369;1;10;4;1;4;2;4;1;3;257
1370;1;7;4;2;2;2;2;1;3;299
1371;1;4;4;2;1;1;1;1;1;164
1372;1;5;4;2;2;1;2;1;1;265
1373;1;3;4;2;2;2;2;1;1;291
1374;1;4;4;2;3;2;3;1;3;214
1375;1;12;4;2;2;3;2;1;3;151
1376;1;7;4;1;3;1;3;1;5;223
1377;1;15;4;2;1;2;1;1;1;271
1378;1;7;4;1;5;3;5;1;3;274
1379;1;5;4;2;2;1;2;1;1;259
1380;1;14;4;2;3;2;3;1;3;396
1381;1;4;4;2;5;2;5;1;3;223
1382;1;11;4;2;3;2;3;1;6;131
1383;1;7;4;2;4;1;4;1;4;212
1384;1;7;4;2;3;2;3;1;3;428
1385;1;1;4;2;3;2;3;1;1;174
1386;1;7;4;2;1;1;1;1;1;171
1387;1;15;4;2;3;3;3;1;3;373
1388;1;3;4;2;2;2;2;1;7;179
1389;1;9;4;2;2;1;2;2;3;174
1390;1;14;4;2;2;1;2;1;3;332
1391;1;10;4;2;4;1;4;1;3;244
1392;1;6;4;2;2;2;2;1;1;484
1393;1;6;4;2;3;3;3;1;1;340
1394;1;11;4;1;3;1;3;1;3;451
1395;1;5;4;2;1;1;1;1;1;315
1396;1;7;4;2;1;2;1;1;1;259
1397;1;14;4;2;3;3;3;1;3;258
1398;1;13;4;2;2;2;2;1;1;414
1399;1;6;4;2;3;2;3;1;3;287
1400;1;7;4;2;5;1;5;1;3;356
1401;1;1;4;2;1;1;1;2;3;758
1402;1;5;4;2;2;1;2;1;1;374
1403;1;13;4;2;2;1;2;1;3;212
1404;1;14;4;2;4;1;4;1;3;551
1405;1;4;4;2;2;2;2;1;1;333
1406;1;4;4;2;1;2;1;1;1;176
1407;1;6;4;2;1;2;1;1;1;78
1408;1;14;4;2;2;1;2;1;3;161
1409;1;12;4;2;3;2;3;1;3;150
1410;1;8;4;1;3;1;3;1;3;293
1411;1;6;4;2;3;2;3;1;3;103
1412;1;7;4;2;5;1;5;1;3;370
1413;1;8;4;2;3;1;3;1;3;89
1414;1;4;4;2;2;2;2;1;3;66
1415;1;2;4;2;3;1;3;1;3;104
1416;1;2;4;2;2;2;2;1;3;182
1417;1;3;4;1;3;2;3;1;3;61
1418;1;1;4;2;3;1;3;1;3;181
1419;1;1;4;2;2;1;2;1;4;115
1420;1;9;4;1;3;1;3;1;3;213
1421;1;5;4;2;4;1;4;1;3;201
1422;1;15;4;2;3;2;3;1;3;239
1423;1;2;4;2;2;2;2;1;3;281
1424;1;11;4;1;6;1;6;1;3;370
1425;1;8;4;2;2;3;2;1;3;60
1426;1;5;4;2;3;2;3;1;7;250
1427;1;5;4;2;2;1;2;1;1;364
1428;1;13;4;2;2;1;2;1;1;320
1429;1;15;4;2;3;1;3;1;3;190
1430;1;11;4;2;3;1;3;1;3;369
1431;1;14;4;2;3;2;3;1;3;186
1432;1;12;4;2;3;3;3;1;1;321
1433;1;2;4;2;3;2;3;1;3;104
1434;1;2;4;2;2;2;2;1;1;240
1435;1;14;4;2;2;2;2;1;3;59
1436;1;1;4;2;3;2;3;1;1;165
1437;1;1;4;2;1;2;1;1;1;151
1438;1;4;4;2;3;1;3;1;3;167
1439;1;13;4;2;3;1;3;1;3;429
1440;1;3;4;2;2;2;2;1;3;136
1441;1;8;4;2;4;1;4;1;3;41
1442;1;2;4;2;4;1;4;1;1;233
1443;1;12;4;2;2;1;2;1;3;423
1444;1;14;4;2;3;1;3;1;3;388
1445;1;6;4;2;4;2;4;1;3;506
1446;1;14;4;2;2;2;2;2;3;340
1447;1;7;4;1;4;1;4;1;3;260
1448;1;3;4;2;2;2;2;1;1;413
1449;1;10;4;2;1;2;1;2;7;80
1450;1;3;4;10;1;2;1;2;3;238
1451;1;11;4;1;5;2;5;1;3;238
1452;1;1;3;2;3;3;3;1;3;146
1453;1;5;4;2;2;2;2;1;3;134
1454;1;8;4;2;3;3;3;1;4;187
1455;1;4;3;1;2;2;2;1;3;200
1456;1;15;3;1;4;3;4;1;3;38
1457;1;10;4;1;3;1;3;1;3;269
1458;1;1;4;2;2;2;2;1;1;142
1459;1;7;4;2;2;2;2;2;4;217
1460;1;1;3;1;3;1;3;1;4;77
1461;1;3;4;10;1;2;1;2;3;119
1462;1;6;4;2;2;2;2;1;3;359
1463;1;9;3;1;3;3;3;1;3;52
1464;1;8;3;1;3;3;3;1;4;26
1465;1;3;4;10;1;2;1;3;3;197
1466;1;8;4;2;2;2;2;2;5;203
1467;1;11;4;1;1;1;1;2;3;91
1468;1;13;4;9;1;2;1;2;4;331
1469;1;10;4;2;2;2;2;1;3;141
1470;1;1;4;2;1;2;1;1;1;116
1471;1;8;4;2;3;1;3;1;3;36
1472;1;3;4;2;1;3;1;1;1;264
1473;1;7;3;1;2;3;2;2;3;133
1474;1;3;4;2;1;2;1;2;2;459
1475;1;9;4;1;4;1;4;1;3;337
1476;1;1;3;1;2;3;2;2;3;137
1477;1;1;4;10;1;3;1;2;4;136
1478;1;12;4;1;3;3;3;1;3;407
1479;1;9;4;1;3;1;3;1;5;228
1480;1;8;4;1;5;1;5;1;3;232
1481;1;4;3;1;2;3;2;2;3;355
1482;1;2;4;2;1;3;1;3;3;170
1483;1;5;4;2;3;2;3;1;1;295
1484;1;6;4;2;1;2;1;1;1;388
1485;1;1;4;10;1;2;1;1;1;104
1486;1;4;4;2;2;1;2;1;4;97
1487;1;8;3;1;3;3;3;2;4;118
1488;1;11;4;2;4;1;4;1;5;177
1489;1;6;4;2;2;2;2;1;4;606
1490;1;3;4;2;2;2;2;1;3;329
1491;1;9;4;2;4;2;4;1;3;454
1492;1;10;4;1;2;1;2;1;3;123
1493;1;6;4;2;3;2;3;1;3;283
1494;1;11;4;2;3;1;3;1;4;364
1495;1;14;4;2;2;2;2;1;3;160
1496;1;7;4;2;2;3;2;2;3;194
1497;1;3;4;2;3;2;3;1;1;255
1498;1;4;4;1;4;1;4;1;5;132
1499;1;4;4;2;3;1;3;1;1;134
1500;1;7;4;2;2;2;2;1;3;222
1501;1;2;4;2;4;1;4;1;3;261
1502;1;6;4;2;4;2;4;1;3;336
1503;1;5;4;2;2;2;2;1;1;339
1504;1;11;4;1;3;1;3;1;3;304
1505;1;4;4;2;3;2;3;1;1;97
1506;1;4;3;1;5;3;5;1;3;354
1507;1;3;4;2;2;2;2;1;4;384
1508;1;15;4;2;2;1;2;1;4;42
1509;1;5;4;2;4;1;4;1;3;362
1510;1;4;4;2;3;3;3;1;3;134
1511;1;14;4;2;2;2;2;1;1;600
1512;1;13;4;2;2;2;2;1;1;366
1513;1;10;4;2;3;1;3;1;3;181
1514;1;14;4;2;2;2;2;1;3;145
1515;1;14;4;2;3;2;3;1;3;357
1516;1;14;4;2;2;2;2;1;1;411
1517;1;5;4;2;2;3;2;1;1;265
1518;1;5;4;2;3;2;3;1;3;218
1519;1;9;4;2;2;2;2;1;3;133
1520;1;2;4;2;3;2;3;1;3;117
1521;1;12;4;2;2;1;2;1;1;515
1522;1;15;4;2;2;2;2;2;4;219
1523;1;4;4;2;4;2;4;1;3;56
1524;1;2;4;2;2;2;2;1;1;637
1525;1;3;4;2;1;2;1;2;4;256
1526;1;12;4;1;1;3;1;1;1;403
1527;1;13;4;2;4;1;4;1;3;362
1528;1;3;4;2;1;2;1;1;1;340
1529;1;2;4;2;3;2;3;1;3;118
1530;1;11;4;2;3;2;3;1;3;295
1531;1;12;4;1;5;1;5;1;3;160
1532;1;2;4;2;3;1;3;1;3;314
1533;1;1;4;2;2;1;2;2;3;329
1534;1;2;4;2;2;3;2;1;1;254
1535;1;1;4;2;4;1;4;1;3;241
1536;1;1;4;2;2;2;2;1;3;134
1537;1;1;3;1;5;3;5;1;5;163
1538;1;13;4;2;4;1;4;1;3;529
1539;1;14;4;2;2;1;2;2;3;236
1540;1;7;4;2;2;1;2;1;1;186
1541;1;13;4;2;2;2;2;1;1;378
1542;1;3;4;2;3;1;3;1;3;229
1543;1;12;4;2;2;1;2;1;1;105
1544;1;6;4;2;3;2;3;1;3;97
1545;1;2;4;2;2;3;2;1;1;260
1546;1;13;4;2;3;1;3;1;3;258
1547;1;13;4;2;2;1;2;1;4;335
1548;1;7;4;2;3;2;3;1;7;307
1549;1;3;4;2;1;2;1;1;1;273
1550;1;13;4;2;1;2;1;1;1;494
1551;1;11;4;2;1;2;1;2;3;153
1552;1;12;4;2;1;2;1;1;1;244
1553;1;4;4;2;4;3;4;1;3;165
1554;1;4;4;1;3;2;3;1;1;186
1555;1;2;4;2;3;1;3;1;3;233
1556;1;2;4;2;2;2;2;1;1;290
1557;1;10;4;2;3;3;3;1;4;230
1558;1;3;4;2;2;2;2;1;1;255
1559;1;13;4;2;2;2;2;1;3;413
1560;1;8;3;1;4;3;4;1;3;35
1561;1;9;4;1;3;1;3;1;4;128
1562;1;9;4;1;3;2;3;1;3;469
1563;1;8;3;1;2;3;2;1;3;29
1564;1;11;4;1;4;2;4;1;3;207
1565;1;8;3;1;2;3;2;2;4;156
1566;1;15;3;1;3;3;3;1;3;36
1567;1;9;3;2;4;3;4;1;3;83
1568;1;1;3;1;2;1;2;2;3;147
1569;1;2;4;2;3;3;3;1;1;333
1570;1;8;4;2;3;2;3;1;3;206
1571;1;13;4;2;2;2;2;1;1;384
1572;1;6;4;2;3;2;3;1;3;190
1573;1;4;3;2;4;3;4;1;5;196
1574;1;5;4;10;1;2;1;2;3;122
1575;1;4;4;2;3;1;3;1;4;126
1576;1;9;4;2;3;1;3;1;4;126
1577;1;10;4;2;1;2;1;1;1;97
1578;1;8;3;2;3;3;3;1;3;147
1579;1;8;4;2;4;2;4;1;5;178
1580;1;11;4;1;6;2;1;1;1;374
1580;2;11;4;1;6;2;2;2;3;374
1581;1;9;4;2;2;2;2;2;4;235
1582;1;15;4;2;2;3;2;1;4;443
1583;1;4;4;2;4;2;4;1;3;123
1584;1;6;4;2;2;3;2;1;1;271
1585;1;12;4;2;2;1;2;1;3;146
1586;1;4;4;1;2;2;2;1;1;210
1587;1;10;4;2;3;2;3;1;4;52
1588;1;1;3;1;3;3;3;1;4;86
1589;1;3;4;2;3;3;3;1;3;321
1590;1;8;4;2;2;1;2;1;3;28
1591;1;4;4;2;3;2;3;1;1;135
1592;1;15;3;1;3;3;3;1;3;79
1593;1;1;4;2;3;1;3;1;3;342
1594;1;3;4;2;3;1;3;1;3;239
1595;1;7;4;2;3;2;3;1;3;207
1596;1;1;3;2;3;1;3;1;3;153
1597;1;7;4;2;3;3;3;1;4;226
1598;1;5;4;2;3;1;3;1;3;319
1599;1;4;3;1;5;1;5;1;5;355
1600;1;1;4;10;1;2;1;2;3;289
1601;1;10;4;2;2;2;2;2;3;232
1602;1;1;4;2;1;2;1;2;7;328
1603;1;7;4;2;3;1;3;1;3;308
1604;1;4;3;1;1;2;1;2;3;152
1605;1;7;4;2;2;1;2;1;3;431
1606;1;4;4;2;2;2;2;1;3;62
1607;1;5;4;2;4;2;4;1;3;283
1608;1;14;4;2;1;2;1;1;1;401
1609;1;15;4;2;2;2;2;1;4;262
1610;1;5;4;2;3;2;3;1;3;271
1611;1;14;4;2;4;1;4;1;3;377
1612;1;5;4;2;3;1;3;1;3;257
1613;1;11;4;2;1;1;1;1;1;167
1614;1;10;4;1;4;1;4;1;3;287
1615;1;6;4;2;3;1;3;1;3;187
1616;1;7;4;2;3;2;3;1;3;194
1617;1;3;4;2;3;2;3;1;4;256
1618;1;5;4;2;3;2;3;1;4;154
1619;1;1;4;2;3;2;3;1;4;326
1620;1;9;4;1;6;1;6;1;3;29
1621;1;10;4;2;3;2;3;1;4;260
1622;1;4;4;10;1;2;1;2;3;102
1623;1;7;4;1;3;3;3;1;3;300
1624;1;1;4;1;6;2;6;1;5;195
1625;1;7;4;1;6;1;6;1;3;309
1626;1;15;4;1;3;1;3;1;3;190
1627;1;13;4;2;6;1;6;1;3;368
1628;1;3;4;2;3;1;3;1;3;300
1629;1;14;4;2;2;1;2;1;1;440
1630;1;12;4;1;3;1;3;1;3;237
1631;1;12;4;2;2;2;2;1;4;330
1632;1;4;4;2;1;1;1;1;1;177
1633;1;7;4;2;3;1;3;1;3;234
1634;1;11;4;2;3;1;3;1;1;165
1635;1;15;4;2;2;1;2;2;3;352
1636;1;10;4;2;1;2;1;2;3;146
1637;1;2;4;2;4;1;4;1;3;328
1638;1;15;4;2;2;2;2;1;4;343
1639;1;8;4;2;2;1;2;1;1;24
1640;1;10;4;2;3;2;3;1;3;141
1641;1;7;4;2;3;1;3;1;3;368
1642;1;10;4;1;4;1;4;1;5;256
1643;1;1;4;10;1;2;1;2;3;232
1644;1;3;4;2;1;2;1;2;4;454
1645;1;15;4;2;3;1;3;1;4;318
1646;1;1;4;2;3;2;3;1;1;150
1647;1;1;4;2;2;1;2;1;4;169
1648;1;10;4;2;2;2;2;1;7;224
1649;1;5;4;2;2;1;2;1;1;380
1650;1;3;4;2;3;1;3;1;3;257
1651;1;5;4;2;1;2;1;1;1;254
1652;1;10;4;1;5;3;5;1;3;182
1653;1;9;4;2;2;1;2;1;3;99
1654;1;2;4;2;4;2;4;1;3;195
1655;1;14;4;2;3;2;3;1;3;459
1656;1;10;4;2;2;1;2;1;3;166
1657;1;2;4;2;4;2;4;1;1;216
1658;1;6;4;1;4;1;4;1;3;328
1659;1;1;4;2;4;2;4;1;3;174
1660;1;12;4;1;7;1;7;1;3;266
1661;1;2;4;2;2;2;2;1;1;302
1662;1;2;4;2;3;2;3;1;3;96
1663;1;4;4;2;1;2;1;3;6;72
1664;1;4;4;2;2;1;2;2;3;399
1665;1;4;3;1;3;3;3;1;6;152
1666;1;1;3;1;3;3;3;1;4;71
1667;1;3;4;2;4;2;4;1;5;142
1668;1;6;4;1;3;1;3;1;3;254
1669;1;2;4;2;2;1;2;1;3;178
1670;1;13;4;2;3;2;3;1;1;359
1671;1;2;4;2;2;2;2;1;3;72
1672;1;4;4;9;1;2;1;1;1;288
1673;1;7;3;2;2;2;2;2;3;125
1674;1;8;4;2;3;3;3;1;3;189
1675;1;8;3;1;2;3;2;1;3;26
1676;1;2;4;2;4;3;4;1;5;105
1677;1;1;4;10;1;2;1;2;3;186
1678;1;6;4;2;2;1;2;1;3;323
1679;1;4;4;9;2;2;2;1;3;124
1680;1;5;4;2;4;2;4;1;4;202
1681;1;14;4;2;2;2;2;1;1;480
1682;1;12;4;2;2;2;2;2;3;773
1683;1;10;4;2;3;2;3;1;3;107
1684;1;11;4;2;3;1;3;1;4;389
1685;1;3;4;2;3;2;3;1;6;145
1686;1;8;4;1;3;2;3;2;3;203
1687;1;8;4;2;3;1;3;1;3;154
1688;1;10;4;2;2;1;2;2;3;258
1689;1;4;4;2;4;2;4;1;3;141
1690;1;9;4;1;2;2;2;2;3;117
1691;1;9;4;2;3;2;3;1;1;214
1692;1;7;3;1;3;3;3;1;3;127
1693;1;11;4;2;3;3;3;1;3;152
1694;1;11;4;2;3;2;3;1;4;143
1695;1;11;4;2;3;2;3;1;3;454
1696;1;3;4;2;1;2;1;3;5;110
1697;1;1;3;1;2;3;2;2;5;162
1698;1;7;3;1;4;3;4;1;3;121
1699;1;4;4;9;2;2;2;1;3;122
1700;1;1;3;1;2;3;2;1;3;128
1701;1;4;4;1;2;2;2;2;3;147
1702;1;9;4;1;4;2;4;1;3;114
1703;1;1;4;2;2;2;2;1;4;196
1704;1;15;4;2;2;2;2;2;3;295
1705;1;10;4;9;1;3;1;3;3;131
1706;1;1;4;2;2;2;2;2;3;243
1707;1;3;4;2;2;2;2;2;5;36
1708;1;1;4;2;2;3;2;1;3;182
1709;1;7;4;1;4;3;4;1;3;290
1710;1;10;4;1;3;3;3;1;3;193
1711;1;1;3;1;2;3;2;2;3;136
1712;1;4;4;1;4;1;4;1;7;114
1713;1;13;4;2;3;1;3;1;1;329
1714;1;8;4;1;3;1;3;1;3;189
1715;1;3;4;1;3;2;3;1;3;214
1716;1;1;4;2;1;2;1;1;1;107
1717;1;13;4;1;2;3;2;1;4;326
1718;1;4;4;2;2;1;2;1;1;123
1719;1;10;4;1;4;3;4;1;3;268
1720;1;8;4;1;3;1;3;1;3;279
1721;1;7;4;2;4;3;4;1;3;260
1722;1;1;4;2;2;3;2;1;1;190
1723;1;3;4;2;2;2;2;1;3;122
1724;1;3;4;2;3;1;3;1;5;107
1725;1;8;4;1;2;2;2;1;3;83
1726;1;4;4;2;3;1;3;1;4;76
1727;1;1;4;2;4;1;4;1;3;225
1728;1;9;4;1;4;1;4;1;3;231
1729;1;12;4;2;3;1;3;1;1;266
1730;1;4;4;2;3;3;3;1;3;148
1731;1;13;4;2;2;1;2;1;4;587
1732;1;6;4;2;3;1;3;1;3;334
1733;1;10;4;1;4;1;4;1;5;224
1734;1;13;4;2;4;2;4;1;3;336
1735;1;15;4;2;2;1;2;1;3;247
1736;1;11;4;1;3;1;3;2;3;452
1737;1;11;4;1;7;1;7;1;4;355
1738;1;3;4;2;2;1;2;1;4;152
1739;1;14;4;2;2;2;2;1;1;548
1740;1;8;3;1;2;3;2;1;3;75
1741;1;13;4;1;5;1;5;1;5;279
1742;1;15;4;2;3;1;3;1;3;289
1743;1;13;4;2;4;3;4;1;1;288
1744;1;15;4;2;3;2;3;1;3;250
1745;1;12;4;1;5;1;5;1;3;372
1746;1;3;4;2;4;1;4;1;3;36
1747;1;9;4;1;4;3;4;1;6;267
1748;1;4;4;2;2;1;2;1;1;112
1749;1;11;4;2;1;2;1;1;1;141
1750;1;10;4;2;3;1;3;1;4;259
1751;1;1;4;2;3;1;3;1;4;179
1752;1;6;4;2;3;2;3;1;1;305
1753;1;5;4;2;3;1;3;1;1;322
1754;1;5;4;2;2;3;2;1;1;356
1755;1;13;4;2;2;2;2;1;1;270
1756;1;14;4;1;3;1;3;1;4;495
1757;1;8;4;1;5;1;5;1;3;205
1758;1;12;4;2;3;2;3;1;7;149
1759;1;14;4;2;4;1;4;1;3;175
1760;1;14;4;2;2;2;2;2;5;66
1761;1;14;4;2;2;2;2;1;7;260
1762;1;11;4;2;3;1;3;1;3;369
1763;1;2;4;2;2;1;2;1;1;277
1764;1;9;4;2;3;1;3;1;3;347
1765;1;7;4;2;1;3;1;1;1;484
1766;1;6;4;2;3;1;3;1;3;433
1767;1;13;4;2;4;2;4;1;3;368
1768;1;14;4;2;4;2;4;1;3;377
1769;1;6;4;1;4;2;4;1;3;488
1770;1;12;4;2;3;2;3;1;3;119
1771;1;11;4;2;2;1;2;1;1;190
1772;1;13;4;2;3;2;3;1;1;266
1773;1;7;4;2;2;1;2;1;7;294
1774;1;4;4;2;3;2;3;1;3;105
1775;1;8;4;2;2;2;2;1;1;100
1776;1;1;3;1;5;3;5;1;6;105
1777;1;8;3;1;2;3;2;1;3;26
1778;1;8;3;1;3;3;3;1;3;34
1779;1;15;4;2;1;1;1;2;3;336
1780;1;9;3;2;2;3;2;2;3;34
1781;1;8;3;1;2;1;2;2;3;118
1782;1;1;3;1;3;3;3;1;4;91
1783;1;7;3;1;2;3;2;2;6;97
1784;1;13;4;2;2;3;2;1;3;278
1785;1;1;4;2;1;2;1;1;1;128
1786;1;6;4;2;1;2;1;2;4;378
1787;1;15;4;1;2;2;2;2;3;45
1788;1;4;4;2;1;2;1;1;1;240
1789;1;4;4;2;3;2;3;1;3;56
1790;1;11;4;1;1;3;1;1;1;158
1791;1;8;3;1;4;3;4;1;5;147
1792;1;8;3;1;2;2;2;3;4;157
1793;1;9;4;2;2;2;2;2;3;239
1794;1;8;4;2;4;3;1;3;4;103
1794;2;8;4;2;4;1;1;1;1;103
1794;3;8;4;2;4;3;1;1;1;103
1795;1;12;4;1;6;1;6;1;3;137
1796;1;3;4;2;3;2;3;1;3;162
1797;1;13;4;10;2;2;2;1;3;171
1798;1;4;4;2;1;2;1;2;4;183
1799;1;3;4;2;2;2;2;1;6;32
1800;1;7;3;2;3;2;3;1;3;118
1801;1;8;3;1;3;3;3;1;3;28
1802;1;3;4;9;1;2;1;2;4;103
1803;1;8;4;2;3;3;3;2;3;366
1804;1;2;4;2;2;3;2;1;7;158
1805;1;2;4;2;3;2;3;1;4;250
1806;1;5;4;9;1;2;1;2;4;175
1807;1;8;4;1;4;1;4;1;5;120
1808;1;12;4;2;2;3;2;2;3;135
1809;1;2;4;2;3;2;3;1;3;141
1810;1;1;4;2;3;2;3;1;3;215
1811;1;1;4;2;2;3;2;2;3;108
1812;1;10;4;2;6;1;6;1;3;238
1813;1;6;4;1;4;1;4;1;4;409
1814;1;9;4;2;2;2;2;1;4;163
1815;1;9;3;1;2;3;2;1;3;36
1816;1;4;4;1;4;3;4;1;2;192
1817;1;9;4;2;3;1;3;1;3;209
1818;1;11;4;1;4;2;1;1;1;155
1818;2;11;4;1;4;2;1;1;1;155
1819;1;15;4;2;3;2;3;1;3;314
1820;1;5;4;2;3;1;3;1;4;308
1821;1;12;4;2;2;2;2;1;1;343
1822;1;8;4;2;3;1;3;1;4;31
1823;1;6;4;9;1;2;1;1;1;221
